<-- Copyright Notice: (c) 2019 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201064,7,,Flat,1230,"MDN","FAULKNER DRAINAGE 1230",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",349364,5,8,"Elevenbee","3","g",58.00,9,1.19.79,0.39.91,15.00," ","Graham Thomas & Mathew Gillies","Cambridge",8.40,0.00,0.00,"Samantha Collett",58.00,0.00,51,0,0,"Approved Plates, Lugging Bit, Side Winkers on",313448,"NIAGARA (AUS) 2008",267944,"SENTEBALE (NZ) 2008",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201064,7,,Flat,1230,"MDN","FAULKNER DRAINAGE 1230",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",350226,6,1,"Makabar","3","g",58.00,1,1.17.41,0.37.91,," NECK","Team Rogerson","Tuhikaramea",25.60,5.60,6250.00,"Shiarna Johnson",54.00,4.00,49,0,0,"Approved Plates, Lugging Bit, Blinkers",285139,"SWISS ACE (AUS) 2004",300857,"SIERRA GOLD (AUS) 2008",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201064,7,,Flat,1230,"MDN","FAULKNER DRAINAGE 1230",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",332391,7,9,"Craftyaffair","4","m",56.50,5,1.18.24,0.38.59,5.50," 4 1/2 LEN","Emma-Lee & David Browne","Cambridge",3.80,0.00,250.00,"Matthew Cameron",56.50,0.00,53,0,0,"Approved Plates, Lugging Bit",278104,"MASTERCRAFTSMAN (IRE) 2006",247551,"GENAFFAIR (NZ) 2005",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201064,7,,Flat,1230,"MDN","FAULKNER DRAINAGE 1230",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",340481,8,4,"Sheez Leica","3","f",56.00,6,1.18.94,0.39.39,10.00," ","Jason Price","Matamata",13.30,0.00,0.00,"Craig Grylls",56.00,0.00,51,0,0,"Approved Plates, Lugging Bit, Tongue Tie",278260,"ROAD TO ROCK (AUS) 2004",220211,"LEICA GAZELLE (NZ) 2001",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201064,7,,Flat,1230,"MDN","FAULKNER DRAINAGE 1230",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",346317,9,10,"Angelica","3","f",56.00,2,1.17.47,0.37.54,0.30," 3 1/4 LEN","Graham Richardson & Gavin Parker","Matamata",10.00,3.00,2000.00,"Cameron Lammas",56.00,0.00,49,0,0,"Approved Plates, Lugging Bit, Blinkers",280637,"PER INCANTO (USA) 2004",282547,"REAL ANGEL (NZ) 2010",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201064,7,,Flat,1230,"MDN","FAULKNER DRAINAGE 1230",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",339445,10,7,"Glorious Missile (AUS)","3","f",56.00,8,1.19.77,0.39.83,14.80," ","Ben Foote","Cambridge",9.40,0.00,0.00,"Sam Spratt",56.00,0.00,47,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",302053,"SMART MISSILE (AUS) 2008",339446,"COYOTE MISS (AUS) 2009",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201064,7,,Flat,1230,"MDN","FAULKNER DRAINAGE 1230",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",346917,12,5,"Kimendy","3","f",56.00,7,1.19.23,0.39.36,11.70," ","Lauren Brennan","Cambridge",44.00,0.00,0.00,"Shaun McKay",56.00,0.00,46,0,0,"Approved Plates, Lugging Bit",227852,"SHOW A HEART (AUS) 1997",272262,"SARTEAGWEN (NZ) 2009",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201065,8,,Flat,1230,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,15:46:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",9,"Fine",336258,2,8,"Into The Groove","4","m",57.50,5,1.18.40,0.38.22,6.60," 3 1/2 LEN","Murray Baker & Andrew Forsman","Cambridge",3.60,0.00,250.00,"Jonathan Riddell",57.50,0.00,52,0,0,"Approved Plates, Lugging Bit",244646,"HIGH CHAPARRAL (IRE) 1999",325638,"ALICEINWONDERLAND (GB) 2003",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201065,8,,Flat,1230,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,15:46:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",9,"Fine",336142,3,1,"Polly Grey","4","m",57.50,1,1.17.41,0.37.36,," 1/2 LEN","Kylie Fawcett","Matamata",3.00,1.30,6250.00,"Jasmine Fawcett",56.50,1.00,52,0,0,"Approved Plates, Lugging Bit",269429,"AZAMOUR (IRE) 2001",260078,"ALLANAH (NZ) 2007",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201065,8,,Flat,1230,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,15:46:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",9,"Fine",329420,4,7,"Sheeznoteasy","4","m",57.50,7,1.20.57,0.40.45,19.80," ","Jim Pender","Tauranga",10.90,0.00,0.00,"Trudy Thornton",57.50,0.00,52,0,0,"Approved Plates, Lugging Bit",268640,"SUPER EASY (NZ) 2008",264076,"BRISAYUS (NZ) 2008",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201065,8,,Flat,1230,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,15:46:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",9,"Fine",343060,7,10,"Power Of Strength","3","f",57.00,3,1.17.81,0.37.40,2.50," 3/4 LEN","Team Rogerson","Tuhikaramea",5.90,1.90,1000.00,"Ryan Elliot",57.00,0.00,53,0,0,"Approved Plates, Lugging Bit",313325,"POWER (GB) 2009",287224,"SUPEREFFICIENT (AUS) 2009",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201065,8,,Flat,1230,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,15:46:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",9,"Fine",344505,9,9,"Cheers","3","f",57.00,4,1.17.95,0.37.48,3.30," 3 1/4 LEN","Ralph Manning","Cambridge",18.90,0.00,500.00,"Ashvin Goindasamy",54.00,3.00,50,0,0,"Approved Plates, Lugging Bit, Ear Covers, Nose Band",216698,"ALIGN (AUS) 1996",234890,"TONS OF BUBBLES (NZ) 2003",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201065,8,,Flat,1230,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,15:46:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",9,"Fine",345235,10,4,"Glorious Ocean","3","f",57.00,2,1.17.51,0.37.24,0.50," 2 LEN","Stephen Marsh","Cambridge",8.00,2.30,2000.00,"Craig Grylls",57.00,0.00,50,0,0,"Approved Plates, Lugging Bit",265282,"OCEAN PARK (NZ) 2008",248185,"QUE SERA (NZ) 2005",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201065,8,,Flat,1230,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,15:46:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",9,"Fine",334203,11,2,"Llanberis","4","m",57.50,6,1.19.01,0.38.54,10.10," ","Annabelle Johnson","Pukekohe Park",19.90,0.00,0.00,"Samantha Collett",57.50,0.00,47,0,0,"Approved Plates, Lugging Bit, Ear Covers",301937,"REDWOOD (GB) 2006",300857,"SIERRA GOLD (AUS) 2008",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201065,8,,Flat,1230,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,15:46:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",9,"Fine",345403,12,6,"Jacinderella","3","f",57.00,8,1.20.76,0.40.40,21.00," ","Stephen Marsh","Cambridge",10.60,0.00,0.00,"Troy Harris",57.00,0.00,46,0,0,"Approved Plates, Lugging Bit",278342,"THEWAYYOUARE (USA) 2005",255546,"ELLA'S CAT (AUS) 2002",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",337946,1,2,"Chief Sequoyah","4","g",59.50,4,1.27.86,0.37.57,2.40," 2 3/4 LEN","Stephen Marsh","Cambridge",15.70,0.00,500.00,"Troy Harris",59.50,0.00,64,0,0,"Approved Plates, Lugging Bit",301937,"REDWOOD (GB) 2006",249578,"FANTASY ROSE (NZ) 2005",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",335177,2,9,"Beached As Bro","4","g",59.00,5,1.28.32,0.38.22,5.20," 1 1/2 LEN","Stephen Marsh","Cambridge",9.20,0.00,250.00,"Samantha Collett",59.00,0.00,63,0,0,"Approved Plates, Lugging Bit",265282,"OCEAN PARK (NZ) 2008",247603,"KEY MESSAGE (NZ) 2005",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",294532,4,11,"Cowboys Dont Cry","7","g",58.50,12,1.30.52,0.39.57,18.10," ","Rudy Liefting","Pukekohe Park",37.40,0.00,0.00,"Shaun McKay",58.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Nose Band (1st time)",219144,"D'CASH (AUS) 1996",239919,"WHAT A FEELING (NZ) 2004",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",298586,5,8,"Mighty Colombo","7","g",58.50,9,1.29.21,0.39.03,10.40," ","Cindy Mortimer","Tauranga",48.40,0.00,0.00,"Ashvin Goindasamy",55.50,3.00,62,0,0,"Approved Plates, Lugging Bit",188893,"COLOMBIA (NZ) 1996",188546,"MIGHTY TROPHY (NZ) 1996",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",322418,6,7,"Shadows","5","g",58.50,7,1.28.73,0.38.11,7.60," ","Stephen McKee","Ardmore",15.20,0.00,0.00,"Sam Spratt",58.50,0.00,62,0,0,"Approved Plates, Standard Bit (1st time)",278342,"THEWAYYOUARE (USA) 2005",246646,"REFLECTION (NZ) 2005",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",334171,7,1,"Witchery","4","m",57.00,3,1.27.84,0.37.34,2.20," HEAD","Jamie Richards","Matamata",3.70,1.50,1000.00,"Opie Bosson",57.00,0.00,63,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Barrier Blanket, Tongue Tie",238456,"SAVABEEL (AUS) 2001",270575,"NOW THE WORLD (AUS) 2003",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",364435,8,10,"Markle (AUS)","3","f",56.50,6,1.28.56,0.38.34,6.70," ","Lance Noble","Karaka",8.40,0.00,0.00,"Leith Innes",56.50,0.00,63,0,0,"Approved Plates, Lugging Bit, Blinkers",250799,"STRATUM (AUS) 2002",364436,"FAIRY STAR (AUS) 2011",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",315548,10,5,"My Dakota","5","m",56.50,11,1.30.23,0.39.77,16.40," ","Stephen Marsh","Cambridge",8.90,0.00,0.00,"Craig Grylls",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit",280637,"PER INCANTO (USA) 2004",207602,"APOWWOW (NZ) 1999",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",326210,11,6,"Pokuru Wild","5","m",56.50,1,1.27.52,0.36.87,," LONG NECK","Stephen Marsh","Cambridge",7.10,2.90,6250.00,"Ryan Elliot",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Tongue Tie",230462,"DARCI BRAHMA (NZ) 2002",224840,"POKURU STAR (NZ) 2001",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",348549,12,4,"Lady Blue","3","f",56.00,8,1.28.74,0.38.49,7.60," ","Murray Baker & Andrew Forsman","Cambridge",11.40,0.00,0.00,"Matthew Cameron",56.00,0.00,62,0,0,"Approved Plates, Lugging Bit",302210,"DALGHAR (FR) 2006",217424,"CATALINA LADY (NZ) 2000",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",297125,14,3,"Staccato","7","g",58.00,10,1.29.30,0.38.65,10.90," ","Team Rogerson","Tuhikaramea",37.40,0.00,0.00,"Joshua Kam",54.00,4.00,61,0,0,"Approved Plates, Lugging Bit, Side Winkers, Nasal Strip, Tongue Tie",285139,"SWISS ACE (AUS) 2004",278021,"ECLAIRCISSEMENT (AUS) 2007",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201061,9,,Flat,1400,"Rating 65 Benchmark*","RYDGES HOTEL ROTORUA 1400",10000.00,16:17:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Fine",329184,15,12,"Birdie Blitz","4","m",55.50,2,1.27.58,0.37.65,0.40," 1 3/4 LEN","Moira & Kieran Murdoch","Pukekohe Park",6.60,2.40,2000.00,"Cameron Lammas",55.50,0.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip",248728,"FULLY FLEDGED (NZ) 2005",256074,"SIMFINNARLEY (AUS) 2006",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",335193,1,2,"Jet Set","4","g",58.50,2,1.29.61,0.37.32,5.30," HEAD","Jamie Richards","Matamata",6.10,2.20,2000.00,"Craig Grylls",58.50,0.00,51,0,0,"Barrier Blindfold, Approved Plates, Lugging Bit, Blinkers, Ear Covers (1st time), Tongue Tie",238456,"SAVABEEL (AUS) 2001",265545,"SOCIETY LADY (NZ) 2008",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",323064,2,9,"Stealth","5","g",58.50,9,1.30.21,0.37.41,9.10," ","Rudy Liefting","Pukekohe Park",29.90,0.00,0.00,"Rebecca Scott",55.50,3.00,51,0,0,"Approved Plates, Lugging Bit",300510,"BULLBARS (AUS) 2007",251866,"HIGH CALIBRE (NZ) 2006",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",345502,5,3,"Ocean Billy","3","g",58.00,1,1.28.93,0.37.19,," 5 1/4 LEN","Bill Pomare","Rotorua",9.20,2.70,6250.00,"Chelsea Burdan",54.00,4.00,46,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",265282,"OCEAN PARK (NZ) 2008",258990,"COOL STORM (NZ) 2007",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",315330,6,11,"Choulee","5","m",56.50,7,1.29.98,0.37.81,7.90," ","Ross McCarroll","Cambridge",2.70,0.00,0.00,"Darren Danis",54.50,2.00,54,0,0,"Approved Plates, Lugging Bit, Blinkers",258606,"JIMMY CHOUX (NZ) 2007",251614,"CAPPY RIX (NZ) 2006",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",338759,7,7,"Love Me Tender","4","m",56.50,6,1.29.95,0.37.29,7.60," ","Murray Baker & Andrew Forsman","Cambridge",8.30,0.00,0.00,"Matthew Cameron",56.50,0.00,50,0,0,"Approved Plates, Lugging Bit",280637,"PER INCANTO (USA) 2004",256345,"TENDER POISON (AUS) 1997",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",328604,8,12,"O'Becky","4","m",56.50,8,1.30.00,0.37.69,8.10," ","Michael Moroney & Pam Gerard","Matamata",21.50,0.00,0.00,"Jake Bayliss",56.50,0.00,47,0,0,"Approved Plates, Lugging Bit, Ear Covers",301053,"CAPE BLANCO (IRE) 2007",201838,"O'SEQUITA (NZ) 1998",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",366148,9,5,"Valhexa","5","m",56.50,10,1.30.30,0.37.94,9.70," ","Stephen Ralph","Te Awamutu",42.60,0.00,0.00,"Jasmine Fawcett",55.50,1.00,46,0,0,"Approved Plates, Lugging Bit, Tongue Tie",254654,"MAN OF POWER (AUS) 2005",167550,"SHUTRICIA (NZ) 1992",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",340707,10,6,"Endean Lass","3","f",56.00,5,1.29.90,0.37.28,7.30," NECK","Iain Kennedy","Rotorua",9.70,0.00,250.00,"Ashvin Goindasamy",53.00,3.00,51,0,0,"Approved Plates, Lugging Bit, Blinkers",248656,"TAVISTOCK (NZ) 2005",267115,"EVENADUCHESS (NZ) 2008",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",347647,11,1,"Birdie May","3","f",56.00,3,1.29.63,0.37.63,5.50," 1 LEN","Graham Richardson & Gavin Parker","Matamata",36.10,7.20,1000.00,"Ryan Elliot",56.00,0.00,46,0,0,"Approved Plates, Lugging Bit",238780,"LONHRO (AUS) 1998",286561,"BARBADINE (USA) 2007",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",349206,12,10,"Ludus","3","f",56.00,11,1.30.41,0.37.96,10.30," ","Stephen Marsh","Cambridge",24.60,0.00,0.00,"Samantha Collett",56.00,0.00,45,0,0,"Approved Plates, Lugging Bit",301937,"REDWOOD (GB) 2006",277817,"FROLICSOME (AUS) 2005",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",385430,13,8,"Vera Drake (FR)","4","m",56.50,4,1.29.77,0.37.27,6.50," 3/4 LEN","Lance Noble","Karaka",7.80,0.00,500.00,"Leith Innes",56.50,0.00,45,0,0,"Approved Plates (1st time), Standard Bit (1st time), Shadow Roll (1st time)",245067,"FOOTSTEPSINTHESAND (GB) 2002",382465,"VENETIAN BEAUTY (USA) 2004",
47539,2019-04-12,2,"Arawa Park","Industry","Race","Racing Rotorua","RACING ROTORUA 12 APR","Slow",7,"Fine","Out 5m | 8mm Rain Overnight | Strong Winds This Morning",201063,10,,Flat,1400,"MDN","COME BACK FOR EASTER MONDAY 1400",10000.00,16:47:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",339845,15,4,"Nesley","4","g",58.50,12,1.30.90,0.38.35,13.20," ","Moira & Kieran Murdoch","Pukekohe Park",45.60,0.00,0.00,"Cameron Lammas",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit",313564,"RELIABLE MAN (GB) 2008",253099,"KAARERA (NZ) 2006",
