<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211358,7,,Flat,2060,"MDN","FLAIR (AMATEUR RIDERS SERIES) MDN 2060",10000.00,13:38:00,"N",66.50,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Cloudy",360596,14,13,"Nadeems Dream","4","m",66.50,P,,,," ","Fraser Auret","Marton",7.90,0.00,200.00,"Mahipal Singh",66.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time), Tongue Tie (1st time)",261934,"NADEEM (AUS) 2003",251742,"ALIGNADREAMS (NZ) 2006",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211358,7,,Flat,2060,"MDN","FLAIR (AMATEUR RIDERS SERIES) MDN 2060",10000.00,13:38:00,"N",66.50,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Cloudy",346871,15,6,"Oxymoron","5","m",66.50,7,2.20.91,0.42.91,15.30," ","Niall Quinn","Wanganui",38.40,0.00,200.00,"Leigh Phelan",66.50,0.00,45,0,0,"Approved Plates, Lugging Bit",313564,"RELIABLE MAN (GB) 2008",253562,"INNOCENT LADY (NZ) 2006",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211358,7,,Flat,2060,"MDN","FLAIR (AMATEUR RIDERS SERIES) MDN 2060",10000.00,13:38:00,"N",66.50,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Cloudy",346396,16,3,"Lizzed","5","g",68.50,10,2.22.05,0.42.53,22.30," ","Paul Nelson & Corrina McDougal","Hastings",58.00,0.00,200.00,"Sameer Mohammed",68.50,0.00,45,0,0,"Approved Plates, Standard Bit, Tongue Tie",226925,"ZED (NZ) 2002",260176,"AL SHAMEKHA (NZ) 2007",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",349143,1,7,"Geezas George","5","g",59.00,11,2.16.27,0.40.00,10.00," ","Clifford Davis","Wanganui",4.50,0.00,200.00,"Faye Lazet",55.00,4.00,63,0,0,"Approved Plates, Lugging Bit, Nasal Strip, Tongue Tie",257403,"HE'S REMARKABLE (NZ) 2007",214103,"GO OUR DANA (NZ) 2000",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",341549,2,10,"Sidebar","5","m",58.00,1,2.14.58,0.38.47,," 1 LEN","Susan Rainford","New Plymouth",14.00,4.40,5400.00,"Hazel Schofer",57.00,1.00,65,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band (1st time)",313564,"RELIABLE MAN (GB) 2008",269782,"BARBETTE (AUS) 2007",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",334232,3,14,"Franklin","6","g",57.50,10,2.16.23,0.39.16,9.30," ","Paul Nelson & Corrina McDougal","Hastings",56.40,0.00,200.00,"Kate Hercock",57.50,0.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie (1st time)",287450,"SHOCKING (AUS) 2005",214759,"CASSOVIA (NZ) 2000",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",340699,4,6,"Penteverest","5","g",57.50,13,2.16.65,0.39.82,18.30," ","Kevin Myers","Wanganui",8.20,0.00,200.00,"Ryan Elliot",57.50,0.00,60,0,0,"Approved Plates, Lugging Bit",193564,"PENTIRE (GB) 1992",207676,"PENNIES IN HEAVEN (NZ) 1999",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",318289,5,1,"Aongatete Express","7","g",57.00,3,2.15.01,0.38.42,2.80," HEAD","Gary Alton","Cambridge",22.50,5.80,700.00,"Jasmine Fawcett",57.00,0.00,59,50,0,"Approved Plates, Lugging Bit, Side Winkers, Tongue Tie",252669,"CIVICS (AUS) 1999",214729,"RUSH'N RED (NZ) 2000",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",362351,6,8,"Kusuda","4","m",56.50,4,2.15.05,0.38.50,3.00," 3 LEN","Peter Didham","Awapuni",5.10,0.00,400.00,"Ashvin Goindasamy",55.50,1.00,62,0,0,"Approved Plates, Lugging Bit, Ear Covers",248656,"TAVISTOCK (NZ) 2005",262632,"CELTIC CROWN (USA) 2003",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",318428,7,9,"Dr Hank","7","g",56.50,7,2.15.79,0.39.04,7.50," ","Harvey Wilson","Waverley",10.90,0.00,200.00,"Sarah Macnab",56.50,0.00,58,0,0,"Approved Plates, Lugging Bit, Bandages",301937,"REDWOOD (GB) 2006",216031,"BELLAFORTE (NZ) 2000",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",337476,8,2,"Phelan Foxy","6","g",56.50,6,2.15.55,0.39.12,6.20," ","Dean Cunningham","Marton",58.50,0.00,200.00,"Diego Montes de Oca",55.50,1.00,58,0,0,"Approved Plates, Lugging Bit",300392,"ECHOES OF HEAVEN (AUS) 2007",261377,"THE NOTEBOOK (NZ) 2007",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",361527,9,11,"Sovereign Express","4","m",56.00,5,2.15.53,0.39.24,6.00," ","Buddy Lammas","Otaki",7.30,0.00,200.00,"Chris Johnson",56.00,0.00,61,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Bandages, Barrier Blanket, Tongue Tie",271558,"SHAMEXPRESS (NZ) 2009",259713,"SKITTLE (NZ) 2007",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",290345,10,3,"Bear Gryls","9","g",56.00,8,2.16.04,0.39.61,8.80," ","Barry Coxhead","Hawera",19.80,0.00,200.00,"Madan Singh",56.00,0.00,57,0,0,"Approved Plates, Lugging Bit, Bandages",256540,"CECCONI (AUS) 2004",244163,"SAINT LUCY (AUS) 2000",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",326458,11,13,"He's Ric","6","g",55.00,2,2.14.72,0.38.37,1.00," 1 3/4 LEN","Kevin Myers","Wanganui",12.60,3.80,1500.00,"Temyia Taiaroa",53.00,2.00,55,0,0,"Approved Plates, Lugging Bit, Side Winkers",226925,"ZED (NZ) 2002",245691,"BELINUS (NZ) 2005",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",341552,12,4,"Bingwa","5","m",54.00,12,2.16.50,0.39.59,11.30," ","Graeme Swann","Wanganui",9.60,0.00,200.00,"Mereana Hudson",54.00,0.00,56,0,0,"Approved Plates, Standard Bit",301937,"REDWOOD (GB) 2006",270645,"PRINCESS REIMS (NZ) 2008",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",326700,13,12,"Celtic Wonder","6","m",54.00,14,2.18.33,0.41.78,22.60," ","Guy Smith","Stratford",82.30,0.00,200.00,"Charlotte O'Beirne",53.50,0.50,55,0,0,"Approved Plates, Lugging Bit",247182,"EIGHTH WONDER (NZ) 2005",224849,"CELTIC ROSE (NZ) 2001",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212061,8,,Flat,2060,"Rating 65 Benchmark*","RIVERCITY GOLF 2060",10000.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",317129,14,5,"Veneto","7","m",54.00,9,2.16.13,0.39.42,9.00," ","Sylvia Kay","Levin",35.30,0.00,200.00,"Ashvin Mudhoo",51.00,3.00,55,0,0,"Approved Plates, Lugging Bit, Blinkers",280637,"PER INCANTO (USA) 2004",233845,"PENSIVE (NZ) 2003",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",380425,1,10,"Black Forest","3","g",57.50,1,1.43.65,0.38.90,," NECK","Kevin Myers","Wanganui",2.60,1.50,5400.00,"Ryan Elliot",57.50,0.00,51,0,0,"Approved Plates, Lugging Bit",301937,"REDWOOD (GB) 2006",217770,"CHOCKAHOLIC (NZ) 2000",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",376913,2,7,"Ronin Porotene","3","g",57.50,5,1.43.96,0.39.53,2.10," ","Trudy Keegan","Stratford",14.40,0.00,200.00,"Jasmine Fawcett",57.50,0.00,48,0,0,"Approved Plates, Lugging Bit, Visor Blinkers (1st time)",258606,"JIMMY CHOUX (NZ) 2007",312816,"POROTENE DIVA (AUS) 2011",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",400653,3,3,"Crypto Game (AUS)","3","g",57.50,11,1.45.96,0.40.97,13.80," ","Lisa Latta","Awapuni",29.40,0.00,200.00,"Jonathan Riddell",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Tongue Tie",381697,"SUPER ONE (AUS) 2012",400654,"FANTASISING (AUS) 2006",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",397978,4,5,"Hard Done (AUS)","3","g",57.50,4,1.43.88,0.39.25,1.70," LONG NECK","Shane Crawford","Cambridge",26.30,0.00,400.00,"Joe Kamaruddin",54.50,3.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers, Ear Covers",325398,"ALL TOO HARD (AUS) 2009",397979,"TEMPTING (AUS) 2010",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",376706,5,12,"Hardtimes","3","g",57.50,12,1.45.99,0.41.36,14.00," ","Paul Pascoe","Hawera",67.50,0.00,200.00,"Mereana Hudson",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Ear Covers (1st time)",264906,"HARADASUN (AUS) 2003",243452,"TIMEOUT (NZ) 2004",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",368621,6,4,"Vishakha","3","f",55.50,3,1.43.71,0.39.06,0.40," 1 1/4 LEN","Nicola Marshall","Waverley",6.40,2.10,700.00,"Kate Hercock",55.50,0.00,53,0,0,"Approved Plates, Lugging Bit, Tongue Tie",313325,"POWER (GB) 2009",292295,"SHE'S A SCREAMER (NZ) 2011",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",368609,7,2,"It's Margo","3","f",55.50,10,1.45.89,0.41.14,13.50," ","Allan Sharrock","New Plymouth",6.80,0.00,200.00,"Hazel Schofer",56.00,-0.50,50,0,0,"Approved Plates (1st time), Lugging Bit (1st time)",258606,"JIMMY CHOUX (NZ) 2007",225813,"MIA BAMBINO (NZ) 2001",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",371928,8,1,"Oceanides","3","f",55.50,8,1.45.10,0.40.55,9.20," ","Lisa Latta","Awapuni",6.90,0.00,200.00,"Ashvin Goindasamy",54.50,1.00,50,0,0,"Approved Plates, Lugging Bit",265282,"OCEAN PARK (NZ) 2008",280103,"BLACK BELT (NZ) 2010",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",376891,9,9,"Golden Eagle","3","f",55.50,6=,1.44.89,0.40.46,7.90," DEAD HEAT","Kylie Little","Cambridge",16.90,0.00,200.00,"Chris Johnson",55.50,0.00,48,0,0,"Approved Plates, Standard Bit, Ear Covers, Nasal Strip, Tongue Tie",287992,"EL ROCA (AUS) 2010",253381,"SEA EAGLE (NZ) 2006",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",371224,10,13,"Hot Shockolate","3","f",55.50,9,1.45.72,0.41.37,12.70," ","Bryce Revell","New Plymouth",35.80,0.00,200.00,"Diego Montes de Oca",54.50,1.00,45,0,0,"Approved Plates, Lugging Bit",287450,"SHOCKING (AUS) 2005",253775,"SHAHBAB (NZ) 2006",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",376286,11,8,"Pinsk","3","f",55.50,2,1.43.70,0.38.43,0.30," NOSE","John Wheeler","New Plymouth",14.10,4.30,1500.00,"Sarah Macnab",55.50,0.00,45,0,0,"Approved Plates, Tongue Control Bit, Blinkers (1st time), Barrier Blanket",211629,"PINS (AUS) 1996",253310,"PRINCESSABEEL (NZ) 2006",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",371158,12,11,"Shelby","3","f",55.50,13,1.47.18,0.42.07,21.30," ","Ian Adams","New Plymouth",39.30,0.00,200.00,"Ashvin Mudhoo",52.50,3.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",255989,"IFFRAAJ (GB) 2001",275049,"MISS DAISY (NZ) 2009",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211361,9,,Flat,1600,"MDN 3YO","COMMDIVES NZ CELEBRATING 30 YEARS IN BUSINESS MDN 3YO 1600",10000.00,14:48:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",378721,13,6,"Shez Super","3","f",55.50,6=,1.44.89,0.40.02,7.90," ","Fraser Auret","Marton",43.80,0.00,200.00,"Madan Singh",55.50,0.00,45,0,0,"Approved Plates, Lugging Bit",287689,"MAKFI (GB) 2007",286244,"SUPERCEDE (NZ) 2010",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",372879,1,4,"Dothraki","3","g",59.00,2,1.42.56,0.37.93,0.80," 1/2 NECK","Kevin Myers","Wanganui",7.10,3.00,1500.00,"Sam O'Malley",58.50,0.50,63,0,0,"Approved Plates, Lugging Bit",302210,"DALGHAR (FR) 2006",266016,"HONOR AND CHERISH (NZ) 2008",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",378335,2,10,"Tariq","3","g",59.00,7,1.43.15,0.39.20,4.50," ","David Greene","Te Rapa",8.10,0.00,200.00,"Hazel Schofer",58.00,1.00,63,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time), Tongue Tie",285139,"SWISS ACE (AUS) 2004",338130,"GIBRALTAR DIVA (AUS) 2004",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",360790,3,9,"Transitory","4","m",57.50,8,1.43.17,0.38.66,4.60," ","David & Emma Haworth","Foxton",7.00,0.00,200.00,"Sarah Macnab",57.50,0.00,64,0,0,"Ear Covers Pre-Race, Approved Plates, Standard Bit",211629,"PINS (AUS) 1996",255224,"NOW AND FOREVER (NZ) 2006",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",360749,4,2,"Lady Calypso","4","m",57.00,9,1.43.31,0.39.12,5.40," ","Bryce Newman","Bulls",5.00,0.00,200.00,"Ryan Elliot",57.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Barrier Blanket",300453,"ATLANTE (AUS) 2010",224578,"LADY HARRIET (NZ) 2001",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",353703,5,3,"Atomic Kitten","4","m",56.50,10,1.43.45,0.39.50,6.20," ","Stephen Autridge & Kris Shailer","Matamata",12.30,0.00,200.00,"Chris Johnson",56.50,0.00,62,0,0,"Barrier Blindfold, Ear Covers Pre-Race, Approved Plates, Lugging Bit, Nose Band, Tongue Tie",287689,"MAKFI (GB) 2007",260210,"ETERNAL PATH (USA) 2004",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",367108,6,1,"Bringitonpet (AUS)","4","m",56.50,14,1.46.07,0.41.24,22.20," ","Tony Furness","Hawera",26.00,0.00,200.00,"Jasmine Fawcett",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Tongue Tie",271315,"SEBRING (AUS) 2005",292704,"PIPETTE (GB) 2007",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",337406,7,14,"Deuce Coupe","6","m",56.50,6,1.42.99,0.38.16,3.50," ","Suzy Gordon","Foxton",36.30,0.00,200.00,"Temyia Taiaroa",54.50,2.00,62,0,0,"Approved Plates, Lugging Bit, Ear Covers",230462,"DARCI BRAHMA (NZ) 2002",260634,"MYBACK (NZ) 2007",
