<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",395641,2,1,"Super Simon (AUS)","3","g",57.50,2,1.25.08,0.36.11,0.30," 1/2 LEN","Kevin Gray","Copper Belt Lodge, Palmerston North",3.10,1.60,1500.00,"Temyia Taiaroa",54.50,3.00,52,0,0,"Approved Plates, Lugging Bit, Blinkers",238385,"CHOISIR (AUS) 1999",269794,"PRINCESS KATIE (AUS) 2007",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",376791,3,12,"Wind In My Wings","3","g",57.50,5,1.25.21,0.35.66,1.00," 1 LEN","Lucy Tanner","Awapuni",18.80,0.00,200.00,"Kate Hercock",57.50,0.00,50,0,0,"Approved Plates, Lugging Bit",337555,"PROISIR (AUS) 2009",220877,"MERENGUE (NZ) 2001",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",377828,4,4,"Kick On","3","g",57.50,4,1.25.18,0.35.67,0.90," SHORT HEAD","Kevin Myers","Wanganui",9.30,0.00,400.00,"Sarah Macnab",57.50,0.00,47,0,0,"Approved Plates, Lugging Bit",280637,"PER INCANTO (USA) 2004",266344,"KICK BACK (NZ) 2008",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",400653,5,11,"Crypto Game (AUS)","3","g",57.50,10,1.25.91,0.35.78,5.40," ","Lisa Latta","Awapuni",56.80,0.00,200.00,"Ryan Elliot",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie (1st time)",381697,"SUPER ONE (AUS) 2012",400654,"FANTASISING (AUS) 2006",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",368565,6,6,"Dennismac","3","g",57.50,11,1.25.92,0.36.59,5.50," ","Ashley Meadows","Awapuni",17.80,0.00,200.00,"Mereana Hudson",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Boots",350344,"SWEYNESSE (AUS) 2011",245155,"FETHARD (NZ) 2005",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",376595,7,7,"Draw Card","3","g",57.50,13,1.28.76,0.39.67,23.80," ","Gerald Innes","Opaki",65.10,0.00,200.00,"Darryl Bradley",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",302210,"DALGHAR (FR) 2006",270111,"SPECIAL DRAW (NZ) 2008",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",368457,8,8,"Wattabreeze","3","f",55.50,7,1.25.53,0.35.80,3.00," ","Allan Sharrock","New Plymouth",3.70,0.00,200.00,"Hazel Schofer",56.00,-0.50,52,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",313325,"POWER (GB) 2009",217346,"MISTRALE (NZ) 2000",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",374150,9,3,"High Octane","3","f",55.50,1,1.25.02,0.35.81,," NECK","Bryce Newman","Bulls",9.40,2.60,5400.00,"Lisa Allpress",55.50,0.00,46,0,0,"Approved Plates, Standard Bit (1st time), Blinkers",337951,"CHARM SPIRIT (IRE) 2011",224841,"AROON (NZ) 2001",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",367829,11,5,"Highly Elusive","3","f",55.50,12,1.26.00,0.36.51,6.00," ","Fraser Auret","Marton",32.40,0.00,200.00,"Madan Singh",55.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie (1st time)",313563,"HIGHLY RECOMMENDED (AUS) 2008",274262,"ELUSIVE ROSIE (NZ) 2009",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",381257,12,2,"Khant Catch Her","3","f",55.50,8,1.25.56,0.36.35,3.20," ","Lisa Latta","Awapuni",26.90,0.00,200.00,"Kozzi Asano",55.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",300491,"MONGOLIAN KHAN (AUS) 2011",274420,"JENUWIN (NZ) 2009",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",368886,13,13,"Lilly Laguna","3","f",55.50,6,1.25.36,0.35.67,2.00," ","John Bary","Hastings",42.90,0.00,200.00,"Jasmine Fawcett",55.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Nose Band",243502,"RIOS (NZ) 2004",268026,"SAVAROSE (NZ) 2008",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210408,7,,Flat,1400,"MDN 3YO","DANNEVIRKE DAIRY SUPPLIES 1400",10000.00,15:14:00,"N",,"3yo","Maiden","unrestricted","sw","Dead",5,"Fine",371158,14,10,"Shelby","3","f",55.50,9,1.25.58,0.35.75,3.40," ","Ian Adams","New Plymouth",46.90,0.00,200.00,"Ashvin Mudhoo",52.50,3.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",255989,"IFFRAAJ (GB) 2001",275049,"MISS DAISY (NZ) 2009",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210401,8,,Flat,1400,"Rating 74 Benchmark","PROPERTY BROKERS TARARUA RURAL  1400",11000.00,15:46:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",5,"Fine",332117,1,1,"Mehrtens","6","g",62.50,3,1.24.42,0.34.23,1.90," 1/2 LEN","Suzy Gordon","Foxton",6.00,1.90,770.00,"Ashvin Mudhoo",59.50,3.00,79,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",211629,"PINS (AUS) 1996",191613,"BURNZEES MAGIC (NZ) 1996",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210401,8,,Flat,1400,"Rating 74 Benchmark","PROPERTY BROKERS TARARUA RURAL  1400",11000.00,15:46:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",5,"Fine",361963,2,3,"Aromatic","4","m",58.00,2,1.24.20,0.34.05,0.10," 1 3/4 LEN","Jamie Richards","Matamata",2.30,1.30,1650.00,"Johnathan Parkes",58.00,0.00,74,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Tongue Tie",271956,"SACRED FALLS (NZ) 2009",241210,"VICKEZZCHARDONNAY (NZ) 2004",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210401,8,,Flat,1400,"Rating 74 Benchmark","PROPERTY BROKERS TARARUA RURAL  1400",11000.00,15:46:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",5,"Fine",351734,3,8,"Jewel Of Patch (AUS)","6","g",58.00,6,1.24.62,0.33.99,3.00," ","Henry Gillies","Opaki",8.50,0.00,220.00,"Kozzi Asano",58.00,0.00,70,0,0,"Approved Plates, Lugging Bit, Barrier Blanket, Nasal Strip",289528,"I AM INVINCIBLE (AUS) 2004",351735,"QUIRINA (GB) 2005",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210401,8,,Flat,1400,"Rating 74 Benchmark","PROPERTY BROKERS TARARUA RURAL  1400",11000.00,15:46:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",5,"Fine",346462,4,9,"Horopito","5","g",56.50,7,1.24.88,0.34.17,4.80," ","David & Emma Haworth","Foxton",13.20,0.00,220.00,"Sarah Macnab",56.50,0.00,67,0,0,"Approved Plates, Lugging Bit, Nose Band",268744,"BURGUNDY (NZ) 2008",268410,"WAIMIHA (NZ) 2008",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210401,8,,Flat,1400,"Rating 74 Benchmark","PROPERTY BROKERS TARARUA RURAL  1400",11000.00,15:46:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",5,"Fine",311195,5,7,"Bellissimo","8","m",55.50,8,1.24.91,0.35.00,5.00," ","Brian Marriott","Opaki",23.30,0.00,220.00,"Jasmine Fawcett",55.50,0.00,69,0,0,"Approved Plates, Standard Bit, Blinkers",287687,"SHOWCASING (GB) 2007",253715,"BELLE (NZ) 2006",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210401,8,,Flat,1400,"Rating 74 Benchmark","PROPERTY BROKERS TARARUA RURAL  1400",11000.00,15:46:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",5,"Fine",343970,6,5,"Savanah Belle","5","m",55.00,4,1.24.51,0.34.12,2.40," 1/2 LEN","Fraser Auret","Marton",5.70,0.00,440.00,"Lisa Allpress",55.00,0.00,68,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",280637,"PER INCANTO (USA) 2004",266496,"SAVABELLE (NZ) 2008",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210401,8,,Flat,1400,"Rating 74 Benchmark","PROPERTY BROKERS TARARUA RURAL  1400",11000.00,15:46:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",5,"Fine",360853,7,6,"Sanibel","4","m",54.00,5,1.24.60,0.34.21,2.90," 1/2 HEAD","Shane Brown","Woodville",12.70,0.00,220.00,"Kate Hercock",54.00,0.00,64,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Visor Blinkers",271558,"SHAMEXPRESS (NZ) 2009",250700,"MARGAUX BELLE (NZ) 2004",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210401,8,,Flat,1400,"Rating 74 Benchmark","PROPERTY BROKERS TARARUA RURAL  1400",11000.00,15:46:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",5,"Fine",338342,8,2,"Maduro (AUS)","6","g",54.00,1,1.24.18,0.34.31,," 1/2 HEAD","Matt Dixon","Foxton",12.70,2.90,5940.00,"Temyia Taiaroa",51.00,3.00,62,0,0,"Approved Plates, Lugging Bit",243720,"BEL ESPRIT (AUS) 1999",338343,"VENEZUELA (AUS) 2006",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210401,8,,Flat,1400,"Rating 74 Benchmark","PROPERTY BROKERS TARARUA RURAL  1400",11000.00,15:46:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",5,"Fine",327667,9,4,"Party At Paroa","6","g",54.00,9,1.28.08,0.37.01,25.50," ","Gerald Innes","Opaki",58.40,0.00,220.00,"Madan Singh",54.00,0.00,55,0,0,"Approved Plates, Norton Bit, Side Winkers",193564,"PENTIRE (GB) 1992",274426,"CHARMEUSE (NZ) 2009",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",353920,1,4,"Amathusia","4","m",57.50,2,1.25.15,0.35.26,0.50," 3/4 LEN","Bryce Newman","Bulls",1.50,1.10,1500.00,"Ryan Elliot",57.50,0.00,54,0,0,"Approved Plates, Lugging Bit, Barrier Blanket",324908,"JAKKALBERRY (IRE) 2006",250536,"TSINGANA (NZ) 2005",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",396319,2,10,"Erna","5","m",57.50,1,1.25.06,0.35.01,," 1/2 LEN","Anne Harvey","Otaki",10.60,2.20,5400.00,"Hazel Schofer",56.00,1.50,52,0,0,"Approved Plates, Lugging Bit",304111,"SWEET ORANGE (USA) 2007",254215,"MODEL TO NITE (NZ) 2006",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",348488,3,1,"Jenever","5","m",57.50,9,1.26.18,0.36.01,7.40," ","Lisa Latta","Awapuni",12.20,0.00,200.00,"Kozzi Asano",57.50,0.00,52,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",287683,"RIP VAN WINKLE (IRE) 2006",227642,"ISLAND TIME (NZ) 2002",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",322528,4,11,"So Sue Me","7","m",57.50,3,1.25.28,0.35.51,1.30," 2 1/4 LEN","Dan O'Leary","Marton",12.70,2.70,700.00,"Mereana Hudson",57.50,0.00,51,0,0,"Approved Plates, Lugging Bit",215366,"FALKIRK (NZ) 2000",269028,"TRIBUTE (NZ) 2008",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",349994,5,5,"Masarova","5","m",57.50,4,1.25.63,0.35.86,3.60," NOSE","Karen Buttimore","Hawera",26.10,0.00,400.00,"Jasmine Fawcett",57.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Side Winkers",285139,"SWISS ACE (AUS) 2004",277257,"MISS IVANOVIC (AUS) 2006",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",337128,6,2,"Polizzi","6","m",57.50,11,1.26.91,0.35.90,12.20," ","Kate Hercock","Waipukurau",41.90,0.00,200.00,"Kate Hercock",57.50,0.00,48,0,0,"Ear Covers Pre-Race (1st time), Approved Plates, Barrier Blanket, Nose Band (1st time), Tongue Tie",313448,"NIAGARA (AUS) 2008",193841,"CLASS MISTRESS (NZ) 1997",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",334173,8,3,"Flautino","6","m",57.50,12,1.26.93,0.36.60,12.30," ","Guy Lowry & Grant Cullen","Hastings",17.40,0.00,200.00,"Danielle Hirini",57.50,0.00,45,0,0,"Barrier Blindfold, Approved Plates, Standard Bit, Nose Band",285139,"SWISS ACE (AUS) 2004",277770,"OTTAVINO (AUS) 2001",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",349355,9,13,"Matinee","5","m",57.50,6,1.25.66,0.34.89,3.80," ","Frank Stammers","Opaki",63.40,0.00,200.00,"Sarah Macnab",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",313448,"NIAGARA (AUS) 2008",237750,"CATCH THE DAY (NZ) 2003",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",359170,10,9,"Redgum","4","m",57.50,5,1.25.64,0.35.03,3.70," 1/2 HEAD","John Wheeler","New Plymouth",33.90,0.00,200.00,"Diego Montes de Oca",56.50,1.00,45,0,0,"Approved Plates, Standard Bit (1st time)",301937,"REDWOOD (GB) 2006",265314,"SMOKE 'N' MIRRORS (NZ) 2008",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",361926,11,12,"Shoal Bay","4","m",57.50,8,1.25.90,0.36.01,5.60," ","Kevin Gray","Copper Belt Lodge, Palmerston North",37.10,0.00,200.00,"Temyia Taiaroa",54.50,3.00,45,0,0,"Approved Plates, Lugging Bit",265282,"OCEAN PARK (NZ) 2008",278160,"SHANSPUR (AUS) 2008",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",371510,13,8,"Enchanting","3","f",57.00,13,1.30.50,0.40.85,35.30," ","Chris Bothwell","Stratford",22.50,0.00,200.00,"Lisa Allpress",57.00,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time), Tongue Tie",280637,"PER INCANTO (USA) 2004",294476,"KAYBEBE (NZ) 2011",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",378718,14,6,"Swing Low","3","f",57.00,7,1.25.75,0.35.30,4.60," ","John Bary","Hastings",24.90,0.00,200.00,"Madan Singh",57.00,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band",301937,"REDWOOD (GB) 2006",277322,"SUN CHARIOT (AUS) 2001",
49723,2021-04-22,4,"Woodville","Industry","Race","Woodville-Pahiatua RC","WOODVILLE-PAHIATUA 22 APR","Dead",5,"Fine","True | Heavy Dew",210406,9,,Flat,1400,"MDN F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,16:18:00,"N",,"Unrestricted","Maiden","f&m","sw","Dead",5,"Fine",363501,16,7,"Who's Alice","4","m",57.50,10,1.26.76,0.36.35,11.20," ","Michael Warren","Hastings",51.80,0.00,200.00,"Faye Lazet",53.50,4.00,45,0,0,"Approved Plates, Lugging Bit",326510,"GIANT'S STEPS (ARG) 2009",246947,"CORDOBA (NZ) 2005",
