<-- Copyright Notice: (c) 2019 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203548,8,,Flat,2060,"Rating 65 Benchmark*","SPORTZ BAR 2060",10000.00,15:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",312718,10,6,"Taboo","7","g",56.50,11,2.26.94,0.46.99,41.50," ","Rochelle Lockett","Wanganui",24.90,0.00,0.00,"Chris Johnson",56.50,0.00,58,0,0,"Approved Plates, Lugging Bit, Side Winkers",250526,"COATS CHOICE (AUS) 2001",210801,"FRITZY (USA) 1996",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203548,8,,Flat,2060,"Rating 65 Benchmark*","SPORTZ BAR 2060",10000.00,15:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",275833,11,7,"Perry Mason","10","g",56.00,14,2.28.53,0.48.41,50.40," ","Paul Nelson & Corrina McDougal","Hastings",29.40,0.00,0.00,"Holly Andrew",55.00,1.00,57,68,89,"Approved Plates, Lugging Bit, Nose Band, Tongue Tie",226925,"ZED (NZ) 2002",215612,"DAME NGAIO (NZ) 2000",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203548,8,,Flat,2060,"Rating 65 Benchmark*","SPORTZ BAR 2060",10000.00,15:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",302659,12,2,"Tiger Cafe","7","g",56.00,12,2.27.34,0.47.36,43.80," ","Stephen Nickalls","Palmerston North",110.60,0.00,0.00,"Leah Hemi",56.00,0.00,57,50,0,"Approved Plates, Standard Bit, Blinkers on, Nasal Strip",277655,"TIGER PRAWN (SAF) 2002",214663,"NANCY HOPE (NZ) 2000",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203548,8,,Flat,2060,"Rating 65 Benchmark*","SPORTZ BAR 2060",10000.00,15:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",330585,13,10,"Hinepara","5","m",55.50,6,2.23.02,0.43.70,19.10," ","Josh Shaw","Levin",12.80,0.00,0.00,"Darryl Bradley",55.50,0.00,60,0,0,"Approved Plates, Lugging Bit",230462,"DARCI BRAHMA (NZ) 2002",235396,"HARINUI (NZ) 2003",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203548,8,,Flat,2060,"Rating 65 Benchmark*","SPORTZ BAR 2060",10000.00,15:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",323602,14,9,"Tipperary Mary","6","m",54.00,1,2.19.71,0.41.25,," 4 3/4 LEN","Jim Wallace","Opaki",8.30,2.20,6250.00,"Lisa Allpress",54.00,0.00,56,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Cheek Burrs",230462,"DARCI BRAHMA (NZ) 2002",219529,"SLIEVENAMON MARIE (AUS) 2000",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",324325,1,3,"Country Bumpkin","6","g",58.50,9,2.25.08,0.42.94,23.50," ","Niall Quinn","Wanganui",2.40,0.00,0.00,"Mereana Hudson",55.50,3.00,54,0,0,"Approved Plates, Lugging Bit, Blinkers",210214,"ST REIMS (NZ) 1999",232590,"DELECTICA (AUS) 1999",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",348314,2,12,"Derecho","4","g",58.50,2,2.20.96,0.40.38,0.10," 8 LEN","Matthew Eales","Awapuni",6.10,2.60,2000.00,"Danielle Hirini",57.50,1.00,52,0,0,"Approved Plates, Lugging Bit, Blinkers",337159,"SIZZLING (AUS) 2009",337820,"SEATTLE STORM (AUS) 2009",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",328561,3,11,"Keepin Harmonee","5","g",58.50,4,2.23.52,0.42.76,14.90," 3/4 LEN","Jo Rathbone","Wanganui",8.80,0.00,500.00,"Rosie Myers",58.50,0.00,51,0,0,"Approved Plates, Lugging Bit",222919,"KEEPER (AUS) 1997",252374,"HARMONY (NZ) 2006",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",338611,5,4,"Master Black Jack","5","g",58.50,10,2.25.79,0.43.63,27.80," ","Paul Pascoe","Hawera",21.40,0.00,0.00,"Dylan Turner",58.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",238720,"EKRAAR (USA) 1997",257318,"MISSRED INTHEBED (NZ) 2007",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",325135,6,6,"Wholetthefoxout","6","g",58.50,8,2.24.60,0.43.06,21.00," ","Dean Cunningham","Marton",17.90,0.00,0.00,"Ryan Elliot",58.50,0.00,50,0,0,"Approved Plates, Lugging Bit",236672,"METTRE EN JEU (NZ) 2003",221197,"TINKERBEEL (NZ) 2001",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",338567,7,5,"Interllectus (GB)","5","g",58.50,1,2.20.95,0.40.34,," 1/2 HEAD","Kevin Myers","Wanganui",7.70,2.00,6250.00,"Lisa Allpress",58.50,0.00,47,0,0,"Approved Plates, Lugging Bit",338568,"INTELLO (GER) 2010",338571,"SHANYA (IRE) 2010",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",338532,8,13,"Kilronan","4","g",58.50,5,2.23.66,0.42.45,15.70," ","John Wheeler","New Plymouth",27.80,0.00,250.00,"Craig Grylls",58.50,0.00,46,51,0,"Approved Plates, Lugging Bit",238720,"EKRAAR (USA) 1997",264839,"WILLOW PARK (NZ) 2008",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",300171,9,7,"Tycoon Zed","8","g",58.50,12,2.27.93,0.45.75,39.80," ","Dean Cunningham","Marton",75.40,0.00,0.00,"Timothy Johnson",58.50,0.00,46,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",226925,"ZED (NZ) 2002",241577,"CATNAP (NZ) 2004",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",315841,10,1,"Sienna Grace","6","m",56.50,7,2.24.04,0.42.34,17.70," ","Darrell Hollinshead","Te Awamutu",9.40,0.00,0.00,"Chris Johnson",56.50,0.00,52,0,0,"Approved Plates, Standard Bit, Blinkers",238720,"EKRAAR (USA) 1997",258982,"KYLEMORE ABBEY (NZ) 2007",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",335736,11,8,"Princess Jenni","5","m",56.50,11,2.26.36,0.44.01,30.80," ","Anna Clement","Hawera",35.20,0.00,0.00,"Jamie Baillie",56.50,0.00,50,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers (1st time), Tongue Tie",226925,"ZED (NZ) 2002",189801,"JENNIBEGOOD (NZ) 1996",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",303569,14,2,"Zeeda","7","m",56.50,13,2.28.23,0.45.64,41.60," ","Jo Rathbone","Wanganui",50.60,0.00,0.00,"Madan Singh",56.50,0.00,45,0,0,"Approved Plates, Butterfly Bit",226925,"ZED (NZ) 2002",207418,"BLOSSOMTIME (NZ) 1999",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",310335,15,9,"In Dreamland","7","m",56.50,3,2.22.34,0.40.78,8.10," 6 3/4 LEN","Elizabeth Rennie","Foxton",47.20,9.10,1000.00,"Charlotte O'Beirne",54.50,2.00,45,0,0,"Approved Plates, Standard Bit, Side Winkers, Bandages, Ear Covers",244452,"HANDSOME RANSOM (AUS) 2000",240972,"HOT SISTA (NZ) 2004",
48445,2019-08-18,6,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 18 AUG","Heavy",11,"Fine","Out 4m On Bends | Out 6m On Straights | 41mm Last 7 Days | 3mm Rain Overnight",203549,9,,Flat,2060,"MDN","OFFICE SMARTS MDN 2060",10000.00,16:25:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",11,"Fine",334145,17,10,"Makoura Lodge","5","g",58.50,6,2.23.75,0.42.67,16.20," ","Jeff Lynds","Awapuni",19.60,0.00,0.00,"Holly Andrew",57.50,1.00,47,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",301937,"REDWOOD (GB) 2006",255689,"LADY VERIFY (AUS) 2001",
