<-- Copyright Notice: (c) 2019 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201439,8,,Flat,2000,"OPN HCP","PGG WRIGHTSON / AON INSURANCE BROKERS WYNDHAM CUP",25000.00,16:07:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",5,"Fine",296277,5,9,"Taniwha","7","g",56.50,6,2.06.14,0.36.57,6.10," ","Jim Curran","Ascot Park",8.60,0.00,0.00,"Jillian Morris",56.50,0.00,80,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",255627,"GALLANT GURU (AUS) 2002",242993,"JUST RHYTHM (NZ) 2004",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201439,8,,Flat,2000,"OPN HCP","PGG WRIGHTSON / AON INSURANCE BROKERS WYNDHAM CUP",25000.00,16:07:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",5,"Fine",320303,6,8,"Kilowatt","5","g",56.00,1,2.05.20,0.35.82,," 1 1/2 LEN","Kelvin Tyler & Aimee Tyler","Riverton",3.20,1.60,15625.00,"Kavish Chowdhoory",53.00,3.00,79,0,0,"Approved Plates, Lugging Bit",287450,"SHOCKING (AUS) 2005",278345,"PRINCESS LATIFAH (AUS) 2002",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201439,8,,Flat,2000,"OPN HCP","PGG WRIGHTSON / AON INSURANCE BROKERS WYNDHAM CUP",25000.00,16:07:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",5,"Fine",281539,7,7,"Banbury Lad","8","g",54.00,9,2.07.71,0.37.71,16.70," ","Amanda Schwarz","Invercargill",23.80,0.00,0.00,"Brett Murray",52.00,2.00,74,71,0,"Approved Plates, Butterfly Bit (1st time), Nose Band, Shadow Roll on",193095,"WOODBURY LAD (USA) 1993",217748,"DOUCE (NZ) 2000",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201439,8,,Flat,2000,"OPN HCP","PGG WRIGHTSON / AON INSURANCE BROKERS WYNDHAM CUP",25000.00,16:07:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",5,"Fine",310256,8,6,"Tilly Dunnage","6","m",54.00,8,2.06.99,0.37.24,11.90," ","Kelvin Tyler & Aimee Tyler","Riverton",24.40,0.00,0.00,"Terry Moseley",54.00,0.00,74,0,0,"Approved Plates, Lugging Bit, Blinkers",278104,"MASTERCRAFTSMAN (IRE) 2006",254443,"POINT PARK (NZ) 2006",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201439,8,,Flat,2000,"OPN HCP","PGG WRIGHTSON / AON INSURANCE BROKERS WYNDHAM CUP",25000.00,16:07:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",5,"Fine",279960,9,5,"He Ain't Heavy","8","g",54.00,7,2.06.25,0.36.44,6.90," ","Stephen Blair-Edie","Riverton",16.30,0.00,0.00,"Lee Callaway",54.00,0.00,72,0,0,"Approved Plates, Lugging Bit, Blinkers",201213,"KINGMAKER (NZ) 1998",208693,"WISBOROUGH GREEN (NZ) 1999",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",339938,1,11,"Our Boy Scotty","5","g",59.00,9,1.22.62,0.36.95,5.40," ","Kelvin Tyler & Aimee Tyler","Riverton",13.50,0.00,0.00,"Gee Saejorhor",55.00,4.00,63,0,0,"Approved Plates, Lugging Bit, Tongue Tie",250526,"COATS CHOICE (AUS) 2001",253292,"SKITE (NZ) 2006",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",306078,2,9,"The Chief","6","g",57.50,4,1.22.05,0.37.00,1.70," NECK","Dennis Bros","Woodlands",5.50,0.00,500.00,"Krishna Mudhoo",56.50,1.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",230462,"DARCI BRAHMA (NZ) 2002",165721,"THE GRIN (NZ) 1992",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",300489,3,1,"Touch The Sky","7","m",57.00,1,1.21.78,0.36.45,," 1/2 LEN","Ashley Frye","Riverton",3.70,1.60,6250.00,"Brett Murray",55.00,2.00,63,0,0,"Approved Plates, Lugging Bit, Bandages, Nasal Strip, Tongue Tie",238720,"EKRAAR (USA) 1997",202996,"ANTICIPATION (NZ) 1998",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",329712,4,7,"The De Boy","4","g",57.00,3,1.22.02,0.37.21,1.50," 1/2 NECK","Rodd McKenzie","Balclutha",16.90,4.10,1000.00,"Corey Campbell",55.00,2.00,59,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Nose Band, Tongue Tie",268640,"SUPER EASY (NZ) 2008",255293,"THE BOYS (NZ) 2006",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",322476,5,4,"Plowshare","5","g",56.50,8,1.22.53,0.37.70,4.90," ","Steven Prince","Wingatui",18.90,0.00,0.00,"Jacob Lowry",56.50,0.00,58,0,0,"Approved Plates, Standard Bit, Blinkers, Tongue Tie",242513,"GUILLOTINE (NZ) 2004",263294,"SOLA GRATIA (AUS) 2007",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",315108,6,12,"Choice du Jeu","5","m",56.00,11,1.23.76,0.37.42,13.20," ","Jim Curran","Ascot Park",27.20,0.00,0.00,"Rohan Mudhoo",53.00,3.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers",241392,"NOM DU JEU (NZ) 2004",232297,"LILLY'S CHOICE (NZ) 2002",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",336579,7,3,"Luvabattle","4","m",56.00,7,1.22.48,0.36.99,4.60," ","Nikki White & Lee Callaway","Riccarton Park",43.70,0.00,0.00,"Lee Callaway",56.00,0.00,61,0,0,"Approved Plates, Standard Bit, Blinkers",276923,"BATTLE PAINT (USA) 2004",238746,"LOVE A SONG (AUS) 1999",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",332569,8,8,"Nigella Jazz","4","m",55.00,10,1.22.97,0.37.79,7.90," ","Stephen Blair-Edie","Riverton",44.20,0.00,0.00,"Amless Bohorun",52.00,3.00,59,0,0,"Approved Plates, Tongue Control Bit, Blinkers (1st time), Tongue Tie",313448,"NIAGARA (AUS) 2008",260785,"SHESALLJAZZ (NZ) 2007",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",317677,9,2,"Zayzay","5","m",55.00,6,1.22.28,0.36.98,3.30," ","Murray Tapper","Timaru",5.60,0.00,0.00,"Jasmine Fawcett",54.00,1.00,59,0,0,"Approved Plates, Lugging Bit, Cheek Burrs",256344,"FAST 'N' FAMOUS (AUS) 2002",248028,"CIELO (NZ) 2005",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",298710,10,10,"Limousine","7","g",55.00,12,1.24.10,0.38.13,15.50," ","Gay Robinson","Ascot Park",70.70,0.00,0.00,"Terry Moseley",55.00,0.00,55,0,0,"Approved Plates, Tongue Control Bit (1st time), Blinkers",255433,"PERFECTLY READY (AUS) 2002",191077,"CENT FOR ME (NZ) 1996",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",320426,11,5,"Stellacanto","5","m",54.00,2,1.21.87,0.36.17,0.50," 1 LEN","Maurice Forde","Riverton",7.30,2.40,2000.00,"Gosen Jogoo",53.00,1.00,57,0,0,"Approved Plates, Lugging Bit, Blinkers",280637,"PER INCANTO (USA) 2004",210729,"EIGHTY TWENTY (NZ) 1999",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",201443,9,,Flat,1335,"Rating 65 Benchmark*","MACCAULAY MOTORS / LES FRISBY CONTRACTING HANDICAP",10000.00,16:42:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",324586,12,6,"It's Pandemonium","5","m",54.00,5,1.22.10,0.36.97,2.00," ","Steve Tyler","Wingatui",7.10,0.00,250.00,"Chris Johnson",54.00,0.00,56,0,0,"Approved Plates, Norton Bit",278350,"RED GIANT (USA) 2004",270323,"JULEZ (AUS) 2002",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",327944,1,3,"Perfecto","4","g",59.00,3,1.21.75,0.37.21,0.70," 1 1/4 LEN","Anna Hewitson","Invercargill",6.40,2.50,1000.00,"Jillian Morris",59.00,0.00,62,0,0,"Approved Plates, Lugging Bit, Tongue Tie",287689,"MAKFI (GB) 2007",252291,"SPRINGTIME FEVER (NZ) 2006",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",329710,2,4,"Qashqai","4","g",59.00,10,1.22.88,0.38.36,8.40," ","Rodd McKenzie","Balclutha",6.00,0.00,0.00,"Courtney Barnes",59.00,0.00,62,0,0,"Approved Plates, Standard Bit, Blinkers, Ear Covers (1st time), Nose Band, Tongue Tie",255627,"GALLANT GURU (AUS) 2002",266806,"QUOIN (NZ) 2008",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",337920,3,10,"Non Blonde","4","m",58.00,6,1.22.30,0.38.15,4.30," ","Sally McKay","Ascot Park",6.80,0.00,0.00,"Daniel Bothamley",58.00,0.00,64,0,0,"Ear Covers Pre-Race, Approved Plates, Hoof Pads (Front), Lugging Bit, Bandages (1st time)",206002,"BAHHARE (USA) 1994",253745,"TAKAKA (NZ) 2006",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",317688,4,5,"Fulltothebrim","5","g",57.50,5,1.22.24,0.37.64,4.00," ","Bruce Laking","Invercargill",12.40,0.00,250.00,"Jason Laking",57.50,0.00,59,0,0,"Approved Plates, Tongue Control Bit, Nose Band, Tongue Tie",248728,"FULLY FLEDGED (NZ) 2005",260810,"DANPORT (NZ) 2007",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",331971,5,9,"Jessie Janet","4","m",57.00,1,1.21.61,0.37.98,," 1/2 NECK","Nikki White & Lee Callaway","Riccarton Park",10.30,3.10,6250.00,"Lee Callaway",57.00,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers",302210,"DALGHAR (FR) 2006",194824,"PRISCILLA (NZ) 1997",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",334499,6,1,"Karm 'N' Easy","4","g",56.50,8,1.22.87,0.37.92,8.10," ","Kelvin Tyler & Aimee Tyler","Riverton",19.50,0.00,0.00,"Kavish Chowdhoory",53.50,3.00,57,0,0,"Approved Plates, Lugging Bit, Tongue Tie",268640,"SUPER EASY (NZ) 2008",261489,"KARMADINI (NZ) 2007",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",310556,7,12,"Kate The Great","6","m",55.50,12,1.24.34,0.41.13,18.20," ","Stephen Blair-Edie","Riverton",9.60,0.00,0.00,"Amless Bohorun",52.50,3.00,59,0,0,"Approved Plates, Standard Bit, Blinkers",280637,"PER INCANTO (USA) 2004",260553,"PRINCESS CHAPEL (NZ) 2007",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",329711,8,11,"Dreaming Easy","4","m",55.00,9,1.22.87,0.38.98,8.20," ","Steve Tyler","Wingatui",9.70,0.00,0.00,"Rahul Beeharry",52.00,3.00,58,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",268640,"SUPER EASY (NZ) 2008",254483,"SURRAAR (NZ) 2006",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",315990,9,7,"Fascino Lass","5","m",55.00,2,1.21.64,0.37.65,0.20," 1/2 LEN","Les and Richard Didham","Riccarton Park",6.20,2.40,2000.00,"Terry Moseley",55.00,0.00,58,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Barrier Blanket, Tongue Tie",280637,"PER INCANTO (USA) 2004",227534,"O'NOYOUDONT (NZ) 2002",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",304418,10,8,"Double Down","6","m",54.50,4,1.21.93,0.38.10,2.00," 2 LEN","Ashley Frye","Riverton",23.70,0.00,500.00,"Brett Murray",52.50,2.00,55,0,0,"Approved Plates, Lugging Bit, Bandages (1st time)",250272,"CASTLEDALE (IRE) 2001",195383,"HIGH VIBES (NZ) 1997",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",302670,11,6,"Knutquacker","6","m",54.50,7,1.22.68,0.38.11,6.80," ","Ellis Winsloe","Gore",16.90,0.00,0.00,"Chris Johnson",54.50,0.00,55,0,0,"Approved Plates, Lugging Bit",250526,"COATS CHOICE (AUS) 2001",232296,"GLADIATOR'S CHOICE (NZ) 2001",
47511,2019-03-10,6,"Gore","Tier 2 Feature","Race","Wyndham RC","WYNDHAM @ GORE 10 MAR","Dead",5,"Fine","True | No Rain | Light Winds",202242,10,,Flat,1335,"Rating 65 Benchmark*","PARKSIDE PANELS / CALDWELL CONTRACTING HANDICAP",10000.00,17:13:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",5,"Fine",312852,12,2,"Verify","6","m",54.50,11,1.23.32,0.39.36,11.40," ","Gay Robinson","Ascot Park",51.10,0.00,0.00,"Gosen Jogoo",53.50,1.00,55,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",212688,"STRAVINSKY (USA) 1996",233282,"SHAGARA LADY (IRE) 1999",
