<-- Copyright Notice: (c) 2018 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",287819,3,13,"Maygrove (AUS)","8","g",59.00,7,2.17.54,0.37.10,8.50," ","Murray Baker & Andrew Forsman","Cambridge",27.70,0.00,0.00,"Opie Bosson",59.00,0.00,99,0,0,"Approved Plates, Lugging Bit",271567,"AUTHORIZED (IRE) 2004",230169,"LADY ZHIVAGO (NZ) 2002",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",325038,4,3,"He's Cavalier","7","h",55.00,12,2.19.45,0.39.03,20.70," ","James Hatton","Pukekohe Park",35.30,0.00,0.00,"Rebecca Scott",55.00,0.00,91,0,0,"Approved Plates, Lugging Bit",250272,"CASTLEDALE (IRE) 2001",218601,"SHE'S SO CAVALIER (NZ) 2000",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",294526,5,7,"Peso","7","g",55.00,10,2.19.18,0.38.98,18.90," ","Paul Nelson","Hastings",14.40,0.00,0.00,"Rosie Myers",55.00,0.00,91,0,0,"Approved Plates, Lugging Bit",188893,"COLOMBIA (NZ) 1996",204174,"ALL MAGIC (NZ) 1998",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",335942,6,1,"Hello It's Me","4","m",54.50,14,2.21.37,0.40.80,32.90," ","Chris Gibbs & Michelle Bradley","Ruakaka",12.40,0.00,0.00,"Cameron Lammas",54.50,0.00,94,0,0,"Approved Plates, Concussion Plates (Front), Lugging Bit, Blinkers",230462,"DARCI BRAHMA (NZ) 2002",234501,"OWHATA PRINCESS (NZ) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",328544,7,4,"Mongolian Marshal","4","g",53.00,2,2.16.63,0.36.31,2.80," 1/2 LEN","Murray Baker & Andrew Forsman","Cambridge",3.10,1.70,20000.00,"Matthew Cameron",53.00,0.00,86,0,0,"Approved Plates, Lugging Bit",244646,"HIGH CHAPARRAL (IRE) 1999",258931,"ARDECHE (NZ) 2007",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",318766,8,11,"Excalibur","5","g",53.00,9,2.18.99,0.38.32,17.80," ","Shaune Ritchie","Cambridge",18.80,0.00,0.00,"Sam Spratt",53.00,0.00,85,0,0,"Approved Plates, Lugging Bit, Blinkers",248656,"TAVISTOCK (NZ) 2005",233209,"STRABELLE (NZ) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",379275,9,9,"Igraine (GER)","6","m",53.00,1,2.16.20,0.35.89,," 2 3/4 LEN","Robert Priscott","Te Awamutu",6.30,2.10,62500.00,"Samantha Collett",53.00,0.00,81,0,0,"Ear Covers Pre-Race, Approved Plates, Hoof Pads (Front), Lugging Bit, Tongue Tie",226391,"GALILEO (IRE) 1998",379276,"IOTA (GER) 2002",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",327673,10,10,"Terra Sancta","4","m",53.00,5,2.17.36,0.37.01,7.40," 1 LEN","Tony Pike","Cambridge",7.10,0.00,2500.00,"Michael Coleman",53.00,0.00,80,0,0,"Approved Plates, Lugging Bit",324966,"PIERRO (AUS) 2009",272203,"GALSHAAN (AUS) 2007",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",325468,11,14,"Blue Breeze","5","g",53.00,3,2.16.72,0.36.06,3.30," 3 1/4 LEN","Allan Morley","Byerley Park",59.80,13.00,10000.00,"Christopher Dell",53.00,0.00,79,0,0,"Approved Plates, Lugging Bit",300510,"BULLBARS (AUS) 2007",287328,"PEONY ROSE (NZ) 2009",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",274852,12,6,"Waipipi Lad","9","g",53.00,13,2.19.95,0.39.80,23.90," ","Jon Miller","Cambridge",60.70,0.00,0.00,"Jasmine Fawcett",53.00,0.00,79,0,0,"Approved Plates, Lugging Bit, Side Winkers",247936,"MR. NANCHO (ARG) 2000",239925,"IVY ROSE (NZ) 2004",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",307316,13,2,"August Edition","6","m",53.00,11,2.19.38,0.38.90,20.20," ","Shaun & Emma Clotworthy","Byerley Park",50.60,0.00,0.00,"Lynsey Satherley",53.00,0.00,78,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",241092,"ALAMOSA (NZ) 2004",246385,"MIRANDA MISS (NZ) 2005",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",322889,15,8,"Kyrie Eleison","5","m",53.00,4,2.17.22,0.36.58,6.60," 3/4 LEN","Chris Gibbs & Michelle Bradley","Ruakaka",72.20,0.00,5000.00,"Ryan Elliot",53.00,0.00,75,0,0,"Approved Plates, Lugging Bit, Blinkers",172521,"O'REILLY (NZ) 1993",252441,"KILFENORA (NZ) 2006",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199082,8,Listed Race,Flat,1100,"OPN HCP","HAUNUI FARM COUNTIES BOWL",50000.00,16:15:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",325563,2,5,"Untamed Diamond (AUS)","6","m",59.50,9,1.06.15,0.36.15,5.80," ","Richard Collett","Pukekohe Park",12.00,0.00,0.00,"Andrew Calder",59.50,0.00,95,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time), Tongue Tie",250718,"SNITZEL (AUS) 2002",325564,"MADE OF DIAMONDS (AUS) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199082,8,Listed Race,Flat,1100,"OPN HCP","HAUNUI FARM COUNTIES BOWL",50000.00,16:15:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",328689,3,7,"Bostonian","4","g",56.00,1,1.05.25,0.35.32,," 1 1/2 LEN","Tony Pike","Cambridge",2.20,1.30,31250.00,"Vinnie Colgan",56.00,0.00,84,0,0,"Approved Plates, Lugging Bit",258606,"JIMMY CHOUX (NZ) 2007",253778,"KEEPA CHEVAL (NZ) 2006",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199082,8,Listed Race,Flat,1100,"OPN HCP","HAUNUI FARM COUNTIES BOWL",50000.00,16:15:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",287962,4,6,"Mighty Me (AUS)","8","g",53.50,7,1.05.91,0.35.60,4.30," ","Joanne Surgenor","Ardmore Lodge",17.30,0.00,0.00,"Sam Spratt",53.50,0.00,79,0,0,"Approved Plates, Lugging Bit",238385,"CHOISIR (AUS) 1999",287963,"CLEVER ME (AUS) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199082,8,Listed Race,Flat,1100,"OPN HCP","HAUNUI FARM COUNTIES BOWL",50000.00,16:15:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",323686,5,4,"Rikki Tikki Tavi","5","m",53.00,6,1.05.81,0.35.42,3.70," ","Chris Gibbs & Michelle Bradley","Ruakaka",16.30,0.00,0.00,"Samantha Collett",53.00,0.00,82,0,0,"Approved Plates, Lugging Bit, Tongue Tie",248656,"TAVISTOCK (NZ) 2005",220082,"MACINALLY (NZ) 2001",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199082,8,Listed Race,Flat,1100,"OPN HCP","HAUNUI FARM COUNTIES BOWL",50000.00,16:15:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",316445,6,8,"Santa Monica","5","m",53.00,2,1.05.47,0.34.83,1.50," 1/2 LEN","Stephen Ralph","Te Awamutu",11.50,2.70,10000.00,"Trudy Thornton",53.00,0.00,79,0,0,"Approved Plates, Lugging Bit",280637,"PER INCANTO (USA) 2004",251117,"MONARCH (NZ) 2006",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199082,8,Listed Race,Flat,1100,"OPN HCP","HAUNUI FARM COUNTIES BOWL",50000.00,16:15:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",317034,7,3,"Princess Kereru","5","m",53.00,5,1.05.58,0.35.09,2.20," 1 1/2 LEN","Ken & Bev Kelso & Mark Donoghue","Matamata",4.00,0.00,1250.00,"Cameron Lammas",53.50,-0.50,78,0,0,"Approved Plates, Lugging Bit",211629,"PINS (AUS) 1996",245784,"FLEUR D'AMOUR (NZ) 2005",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199082,8,Listed Race,Flat,1100,"OPN HCP","HAUNUI FARM COUNTIES BOWL",50000.00,16:15:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",271762,8,1,"Rich Billie Marsh","9","m",53.00,8,1.06.15,0.36.46,5.70," ","Bill Pomare","Rotorua",22.50,0.00,0.00,"Jasmine Fawcett",53.00,0.00,77,0,0,"Approved Plates, Lugging Bit, In Foal, Tongue Tie",205360,"VIKING RULER (AUS) 1998",181497,"FLYING FREE (NZ) 1995",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199082,8,Listed Race,Flat,1100,"OPN HCP","HAUNUI FARM COUNTIES BOWL",50000.00,16:15:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",329493,9,9,"Pop Star Princess","4","m",53.00,3,1.05.57,0.35.77,2.00," SHORT HEAD","Fred Cornege","Cambridge",8.10,2.40,5000.00,"Lynsey Satherley",53.00,0.00,75,0,0,"Approved Plates, Lugging Bit, Blinkers",287689,"MAKFI (GB) 2007",257694,"QUEEN OF POP (NZ) 2007",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199082,8,Listed Race,Flat,1100,"OPN HCP","HAUNUI FARM COUNTIES BOWL",50000.00,16:15:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",328173,10,2,"Power Dream","4","m",53.00,4,1.05.58,0.35.50,2.10," NOSE","Stephen Marsh","Cambridge",27.90,0.00,2500.00,"Rosie Myers",53.00,0.00,68,0,0,"Approved Plates, Lugging Bit, Tongue Tie",313325,"POWER (GB) 2009",235336,"LADY FASHION (NZ) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199671,9,,Flat,1600,"Rating 72 Benchmark","HR FISKEN & SONS LTD 1600",35000.00,16:50:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Showery",305662,2,9,"Pacquiao","6","g",59.00,2,1.41.54,0.35.99,0.20," NOSE","Graham Richardson & Gavin Parker","Matamata",6.60,2.10,7000.00,"Ryan Elliot",58.00,1.00,70,0,0,"Approved Plates, Lugging Bit, Blinkers",287691,"PACO BOY (IRE) 2005",241119,"ROMANCING (NZ) 2004",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199671,9,,Flat,1600,"Rating 72 Benchmark","HR FISKEN & SONS LTD 1600",35000.00,16:50:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Showery",315000,3,1,"The Rippa","5","g",59.00,9,1.43.23,0.37.66,11.50," ","Lisa Latta","Awapuni",5.50,0.00,0.00,"Vinnie Colgan",59.00,0.00,70,0,0,"Approved Plates, Lugging Bit, Blinkers",287683,"RIP VAN WINKLE (IRE) 2006",226602,"AUTHENTIC CROSS (NZ) 2002",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199671,9,,Flat,1600,"Rating 72 Benchmark","HR FISKEN & SONS LTD 1600",35000.00,16:50:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Showery",296581,5,10,"King's Cross","7","g",58.50,1,1.41.52,0.36.04,," HEAD","Stephen Marsh","Cambridge",4.50,2.00,21875.00,"Samantha Collett",58.50,0.00,69,0,0,"Approved Plates, Lugging Bit, Blinkers",199454,"SHINKO KING (IRE) 1991",228886,"CROSS QUARRY (NZ) 2002",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199671,9,,Flat,1600,"Rating 72 Benchmark","HR FISKEN & SONS LTD 1600",35000.00,16:50:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Showery",303917,8,6,"Lovelight","6","m",58.00,3,1.41.55,0.35.82,0.30," 1 1/2 LEN","Peter & Dawn Williams","Byerley Park",14.20,4.00,3500.00,"Taiki Yanagida",55.00,3.00,72,0,0,"Approved Plates, Lugging Bit, Blinkers",87997,"ZABEEL (NZ) 1986",245537,"JUNGLE ROCKET (NZ) 2005",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199671,9,,Flat,1600,"Rating 72 Benchmark","HR FISKEN & SONS LTD 1600",35000.00,16:50:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Showery",313356,10,4,"Standing In Line (AUS)","6","g",57.50,6,1.42.38,0.37.02,5.90," ","Shane Crawford","Cambridge",29.30,0.00,0.00,"Ashvin Goindasamy",53.50,4.00,67,0,0,"Barrier Blindfold, Approved Plates, Lugging Bit, Tongue Tie",262409,"DOMESDAY (AUS) 2002",203756,"WARM SMYTZER (NZ) 1998",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199671,9,,Flat,1600,"Rating 72 Benchmark","HR FISKEN & SONS LTD 1600",35000.00,16:50:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Showery",315805,14,3,"Tryfan","5","g",57.00,8,1.42.93,0.37.61,9.50," ","Annabelle Johnson","Pukekohe Park",8.70,0.00,0.00,"Michael Coleman",57.00,0.00,66,0,0,"Approved Plates, Lugging Bit, Blinkers, Barrier Blanket",287689,"MAKFI (GB) 2007",270579,"KATMAI (AUS) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199671,9,,Flat,1600,"Rating 72 Benchmark","HR FISKEN & SONS LTD 1600",35000.00,16:50:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Showery",310299,15,7,"Red Sky At Night","6","m",55.50,4,1.41.78,0.36.03,1.80," 3 1/4 LEN","Margaret Falconer","Cambridge",8.50,0.00,1750.00,"Cameron Lammas",55.50,0.00,67,0,0,"Approved Plates, Lugging Bit, Tongue Tie",287450,"SHOCKING (AUS) 2005",196420,"DAWN TILL DUSK (NZ) 1997",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199671,9,,Flat,1600,"Rating 72 Benchmark","HR FISKEN & SONS LTD 1600",35000.00,16:50:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Showery",302442,16,5,"Saffron Lady","6","m",55.50,5,1.42.24,0.36.41,5.10," 3/4 LEN","Michael Moroney & Pam Gerard","Matamata",9.30,0.00,875.00,"Shaun McKay",55.50,0.00,67,0,0,"Approved Plates, Lugging Bit, Ear Covers, Tongue Tie",255989,"IFFRAAJ (GB) 2001",208458,"COLOURFAST (NZ) 1999",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199671,9,,Flat,1600,"Rating 72 Benchmark","HR FISKEN & SONS LTD 1600",35000.00,16:50:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Showery",310162,18,2,"Two Thirty","6","g",58.50,7,1.42.86,0.37.53,9.00," ","Shaun & Emma Clotworthy","Byerley Park",9.30,0.00,0.00,"Rosie Myers",58.50,0.00,69,0,0,"Approved Plates, Lugging Bit, Visor Blinkers",256344,"FAST 'N' FAMOUS (AUS) 2002",210521,"EL ARDIENTE (NZ) 1999",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199671,9,,Flat,1600,"Rating 72 Benchmark","HR FISKEN & SONS LTD 1600",35000.00,16:50:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Showery",325760,19,8,"Manhattan Flame (AUS)","5","g",56.50,10,1.43.60,0.37.63,14.00," ","Shane Crawford","Cambridge",11.60,0.00,0.00,"Grant Cooksley",56.50,0.00,65,0,0,"Approved Plates, Lugging Bit, Blinkers",287812,"MANHATTAN RAIN (AUS) 2006",325761,"FLAME OF LANKA (AUS) 2008",
