<-- Copyright Notice: (c) 2020 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",338682,4,4,"Demonetization (AUS)","6","g",57.00,14,1.32.24,0.42.25,28.90," ","Nigel Tiley","Pukekohe",2.40,0.00,1400.00,"Johnathan Parkes",57.00,0.00,88,0,0,"Approved Plates, Hoof Pads (Front) on, Lugging Bit, Blinkers, Nasal Strip",325398,"ALL TOO HARD (AUS) 2009",338683,"MIDNIGHT SPECIAL (AUS) 2005",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",290854,6,2,"Watch This Space","9","g",57.00,7,1.29.28,0.39.72,11.60," ","Wayne Hillis","Matamata",41.10,0.00,1400.00,"Kozzi Asano",57.00,0.00,88,0,0,"Approved Plates, Lugging Bit, Side Winkers",238291,"ELUSIVE CITY (USA) 2000",214675,"MULTI TASKER (NZ) 2000",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",348440,7,1,"London Express","5","m",56.00,2,1.27.59,0.38.07,1.50," 2 1/2 LEN","Allan Sharrock","New Plymouth",8.20,2.30,10500.00,"Hazel Schofer",56.00,0.00,90,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers - 1 cup O/S",271558,"SHAMEXPRESS (NZ) 2009",264202,"LONDON DREAM (NZ) 2008",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",341056,8,13,"Supreme Heights","5","m",55.50,1,1.27.32,0.38.06,," 1 1/2 LEN","Mark Brosnan","Matamata",14.10,3.50,37800.00,"Samantha Collett",55.50,0.00,89,0,0,"Approved Plates, Lugging Bit",258606,"JIMMY CHOUX (NZ) 2007",240094,"SUMMER HEIGHTS (NZ) 2004",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",379138,9,14,"Happy Star","5","g",54.00,9,1.29.37,0.39.25,12.10," ","Johno Benner & Hollie Wynyard","Otaki",12.10,0.00,1400.00,"Rosie Myers",54.00,0.00,82,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",287776,"FABULOUS (NZ) 2010",275564,"CARLTON QUEEN (NZ) 2009",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",291903,10,9,"Lupelani","9","m",53.00,12,1.31.25,0.41.28,23.30," ","Nigel Tiley","Pukekohe",62.10,0.00,1400.00,"Chelsea Burdan",53.00,0.00,83,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",241392,"NOM DU JEU (NZ) 2004",215343,"LA PUCELLE (NZ) 2000",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",329797,11,5,"Cherry Lane","6","m",53.00,8,1.29.31,0.39.36,11.80," ","Nicholas Bishara","Ardmore Lodge",20.10,0.00,1400.00,"Danielle Hirini",53.00,0.00,80,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",301937,"REDWOOD (GB) 2006",245566,"STREET LAW (NZ) 2005",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",323965,12,3,"Lady Kartel","7","m",53.00,13,1.31.74,0.42.13,26.10," ","Trudy Keegan","Stratford",44.00,0.00,1400.00,"Trudy Thornton",53.00,0.00,80,0,0,"Approved Plates, Lugging Bit, Blinkers",248656,"TAVISTOCK (NZ) 2005",250908,"FLASH DRIVE (AUS) 2006",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",357855,14,8,"Spring Tide","4","g",53.00,5,1.28.66,0.39.36,7.80," ","Chrissy Bambry","Foxton",6.10,0.00,1400.00,"Leah Hemi",53.00,0.00,78,0,0,"Approved Plates, Lugging Bit, Ear Covers",230462,"DARCI BRAHMA (NZ) 2002",257745,"SPRING FEVER (NZ) 2007",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",363043,15,6,"Conor O'Ceirin","4","g",53.00,10,1.29.44,0.39.79,12.50," ","Kevin Rohloff","Wanganui",7.80,0.00,1400.00,"Temyia Taiaroa",53.00,0.00,77,0,0,"Approved Plates, Standard Bit",296456,"DIAL A PRAYER (NZ) 2011",207377,"PLAYTHING (NZ) 1999",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",367807,16,11,"Sweet Clementine","4","m",53.00,4,1.28.22,0.38.50,5.30," 2 1/2 LEN","Richard Collett","Pukekohe Park",21.40,0.00,2800.00,"Sarah Macnab",53.00,0.00,76,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",304111,"SWEET ORANGE (USA) 2007",212106,"WEALTH STAR (NZ) 1999",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208036,7,Group 3,Flat,1400,"OPN HCP","NZB READY TO RUN SALE TRAINERS SERIES",70000.00,15:31:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",272231,20,10,"Bransome","11","g",53.00,11,1.29.76,0.39.79,14.50," ","Frank Neill","Te Awamutu",76.30,0.00,1400.00,"Richard Oliver",53.00,0.00,69,0,0,"Approved Plates, Lugging Bit",244452,"HANDSOME RANSOM (AUS) 2000",227190,"DAME SINGA (NZ) 2002",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",327126,1,6,"Verry Flash","6","g",62.00,7,3.39.04,0.41.64,9.60," ","Nicholas Bishara","Ardmore Lodge",11.20,0.00,650.00,"Johnathan Parkes",62.00,0.00,84,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Side Winkers",226925,"ZED (NZ) 2002",249265,"OPULENCE (NZ) 2005",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",295251,2,11,"El Luchador","9","g",61.00,10,3.40.49,0.42.34,18.10," ","Mark Brooks","Cambridge",27.30,0.00,650.00,"Chad Ormsby",61.00,0.00,82,59,0,"Approved Plates, Standard Bit, Side Winkers",247999,"EL HERMANO (NZ) 2005",233695,"ENTWINE (AUS) 2003",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",379351,3,8,"Gallante (IRE)","10","g",60.00,5,3.38.21,0.40.12,4.60," ","Team Rogerson","Tuhikaramea",76.60,0.00,650.00,"Sarah Macnab",59.00,1.00,80,81,0,"Approved Plates, Butterfly Bit (1st time), Tongue Tie",219500,"MONTJEU (IRE) 1996",379352,"CRAZY VOLUME (IRE) 2004",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",297779,4,4,"Trisha Lea","9","m",59.00,11,3.41.60,0.43.72,24.60," ","Kylie Little","Cambridge",30.50,0.00,650.00,"Trudy Thornton",59.00,0.00,82,75,0,"Approved Plates, Standard Bit, Bandages, Barrier Blanket",226925,"ZED (NZ) 2002",171134,"MISS AKEBONO (NZ) 1993",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",338231,5,2,"Aigne","8","g",58.00,4,3.38.11,0.39.92,4.10," 1/2 LEN","Kevin Myers","Wanganui",2.60,0.00,1300.00,"Sam O'Malley",56.00,2.00,76,86,0,"Approved Plates, Lugging Bit, Blinkers",245781,"SUFFICIENT (NZ) 2005",253737,"EMLAJAY (NZ) 2006",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",318766,6,14,"Excalibur","7","g",58.00,14,3.49.70,0.48.80,72.40," ","Shaune Ritchie & Colm Murray","Cambridge",42.40,0.00,650.00,"Samantha Collett",58.00,0.00,76,0,0,"Approved Plates, Lugging Bit, Blinkers on",248656,"TAVISTOCK (NZ) 2005",233209,"STRABELLE (NZ) 2003",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",342945,7,1,"Hi I'm Nikkita","5","m",57.50,2,3.37.51,0.39.94,0.50," 2 1/4 LEN","Gary McBeth","New Plymouth",5.60,2.00,4875.00,"Hazel Schofer",54.50,3.00,79,0,0,"Approved Plates, Lugging Bit, Blinkers",257403,"HE'S REMARKABLE (NZ) 2007",325583,"PARTY TRICKS (AUS) 2008",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",330012,8,9,"The Poormanzabeel","6","g",57.50,9,3.40.25,0.42.88,16.60," ","Craig and Shaun Phelan","Cambridge",8.80,0.00,650.00,"Leah Hemi",57.50,0.00,75,59,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Visor Blinkers, Nasal Strip",226925,"ZED (NZ) 2002",254604,"SAZERAC (NZ) 2006",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",329205,9,3,"Junior","6","g",57.00,3,3.37.88,0.40.47,2.80," 1 1/4 LEN","Craig and Shaun Phelan","Cambridge",10.30,3.00,2275.00,"Chelsea Burdan",55.00,2.00,74,0,0,"Approved Plates, Lugging Bit, Visor Blinkers (1st time)",241392,"NOM DU JEU (NZ) 2004",220179,"LIGHTNING LASS (NZ) 2001",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",327505,10,5,"Mondorani","6","g",56.00,6,3.38.25,0.40.23,4.80," ","Kevin Myers","Wanganui",10.70,0.00,650.00,"Kozzi Asano",55.00,1.00,72,0,0,"Approved Plates, Lugging Bit",268744,"BURGUNDY (NZ) 2008",262225,"DEL MONDO (USA) 2008",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",298245,11,13,"Master Fin","9","g",55.00,1,3.37.42,0.39.64,," 1/2 LEN","Mark Oulaghan","Awapuni",60.00,9.70,17550.00,"Chris Dell",55.00,0.00,70,59,0,"Approved Plates, Lugging Bit",241392,"NOM DU JEU (NZ) 2004",248305,"CLOVERLEE (NZ) 2005",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",308689,12,12,"Youwantmore","8","m",54.00,13,3.45.72,0.47.48,48.90," ","Robert Priscott","Te Awamutu",19.60,0.00,650.00,"Rosie Myers",54.00,0.00,72,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",245781,"SUFFICIENT (NZ) 2005",251504,"FIVE SAILS (NZ) 2004",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",320516,13,10,"Rocking Good Time","7","g",54.00,8,3.39.42,0.41.40,11.60," ","Ralph Manning","Cambridge",42.90,0.00,650.00,"Tegan Newman",51.50,2.50,64,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip",242640,"ROC DE CAMBES (NZ) 2004",256978,"A FLAMINGOOD TIME (NZ) 2007",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",209709,8,,Flat,3210,"OPN HCP","NZB AIRFREIGHT ROAD TO THE JERICHO",32500.00,16:05:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",298628,14,7,"Zac Brown","9","g",54.00,12,3.42.63,0.43.76,30.60," ","Stephen Nickalls","Rangiotu",23.80,0.00,650.00,"Temyia Taiaroa",51.00,3.00,64,57,0,"Approved Plates, Lugging Bit, Nasal Strip, Nose Band",226925,"ZED (NZ) 2002",245749,"POSTA SECRET (NZ) 2005",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",327153,2,9,"Renegade Fighter","6","g",61.00,10,3.42.19,0.42.28,25.90," ","John Ruddell","Pukekohe Park",18.30,0.00,300.00,"Hazel Schofer",58.00,3.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band",226925,"ZED (NZ) 2002",209108,"TE AWA ROSE (NZ) 1999",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",335432,3,5,"Twin Spinner","6","g",61.00,1,3.37.82,0.41.54,," 14 LEN","Lesley Munro","Pukekohe Park",10.00,3.30,8100.00,"Chelsea Burdan",59.00,2.00,62,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",242513,"GUILLOTINE (NZ) 2004",229913,"O'DORCIA (NZ) 2002",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",332001,4,6,"Wotablast","6","g",61.00,8,3.41.85,0.43.15,23.80," ","Jo Rathbone","Wanganui",25.80,0.00,300.00,"Sam O'Malley",58.00,3.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers",269429,"AZAMOUR (IRE) 2001",188506,"THIRST (NZ) 1996",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",318428,6,11,"Dr Hank","7","g",60.00,11,3.43.67,0.43.14,34.40," ","Darrell Hollinshead","Te Awamutu",7.30,0.00,300.00,"Trudy Thornton",60.00,0.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers, Bandages",301937,"REDWOOD (GB) 2006",216031,"BELLAFORTE (NZ) 2000",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",290609,7,12,"Game Percy","9","g",60.00,5,3.41.61,0.42.61,22.30," ","Kevin Myers","Wanganui",9.30,0.00,300.00,"Sarah Macnab",59.00,1.00,60,75,89,"Approved Plates, Lugging Bit",270284,"SIR PERCY (GB) 2003",230500,"GAME CALL (NZ) 2002",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",332209,8,1,"Iffraajinator","6","g",60.00,2,3.40.19,0.43.66,14.00," 5 3/4 LEN","Karen Fursdon","Matamata",8.10,2.70,2250.00,"Johnathan Parkes",60.00,0.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",255989,"IFFRAAJ (GB) 2001",220875,"SO YOU (NZ) 2001",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",304933,9,2,"Magic Cannon","8","g",60.00,6,3.41.72,0.44.00,23.10," ","Mark Brosnan","Matamata",44.80,0.00,300.00,"Tegan Newman",57.00,3.00,60,69,0,"Approved Plates, Standard Bit, Blinkers",241392,"NOM DU JEU (NZ) 2004",215736,"HEATHER'S MAGIC (NZ) 2000",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",368586,10,3,"Nogolf Etikit","4","m",59.50,9,3.41.91,0.42.50,24.10," ","John Wheeler","New Plymouth",5.30,0.00,300.00,"Samantha Collett",59.50,0.00,63,0,0,"Approved Plates, Lugging Bit, Blinkers",300392,"ECHOES OF HEAVEN (AUS) 2007",259734,"END OF THE LINE (NZ) 2007",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",296905,11,8,"Call Doubt","9","g",59.50,14,3.47.40,0.45.93,56.20," ","Glennys Hayward","New Plymouth",50.30,0.00,300.00,"Mereana Hudson",56.50,3.00,59,0,0,"Approved Plates, Lugging Bit, Visor Blinkers",244799,"DUELLED (AUS) 2002",234359,"ORIENTAL MISS (NZ) 2003",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",327677,12,14,"Locharburn","6","g",59.50,7,3.41.76,0.43.27,23.30," ","Kevin Myers","Wanganui",6.80,0.00,300.00,"Rosie Myers",59.50,0.00,59,69,50,"Approved Plates, Lugging Bit",226925,"ZED (NZ) 2002",233547,"MADAM FORLI (NZ) 2003",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",330829,13,13,"Van Blanc","6","g",59.50,4,3.41.27,0.43.23,20.30," 2 LEN","Craig and Shaun Phelan","Cambridge",10.10,0.00,600.00,"Chad Ormsby",59.50,0.00,59,59,0,"Approved Plates, Lugging Bit",287683,"RIP VAN WINKLE (IRE) 2006",190564,"BLANCHARD (NZ) 1996",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",307569,15,4,"Magic Wonder","8","m",55.50,12,3.46.52,0.45.73,51.20," ","Jo Rathbone","Wanganui",28.40,0.00,300.00,"Faye Lazet",51.50,4.00,55,50,76,"Approved Plates, Lugging Bit",247182,"EIGHTH WONDER (NZ) 2005",207685,"MAGIC FLIGHT (NZ) 1999",
