<-- Copyright Notice: (c) 2020 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209092,8,,Flat,1200,"Rating 65 Benchmark*","COMMODORE HOTEL HANDICAP R65 1200",10000.00,17:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",311685,1,4,"Straight Sets","8","g",59.50,3,1.12.03,0.35.77,3.80," 4 LEN","Michael & Matthew Pitman","Yaldhurst, Riccarton Park",3.70,1.50,700.00,"Samantha Wynne",59.50,0.00,65,0,0,"Approved Plates, Lugging Bit",285139,"SWISS ACE (AUS) 2004",277821,"SET FOR JOY (AUS) 2006",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209092,8,,Flat,1200,"Rating 65 Benchmark*","COMMODORE HOTEL HANDICAP R65 1200",10000.00,17:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",328588,2,2,"Full Of Grace","6","g",57.50,7,1.13.10,0.36.96,10.90," ","Sharon Robertson","Riccarton Park",19.00,0.00,200.00,"Terry Moseley",57.50,0.00,60,0,0,"Approved Plates, Lugging Bit, Side Winkers, Tongue Tie",172521,"O'REILLY (NZ) 1993",273422,"TUESDAY'S CHILD (NZ) 2009",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209092,8,,Flat,1200,"Rating 65 Benchmark*","COMMODORE HOTEL HANDICAP R65 1200",10000.00,17:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",347834,3,6,"Our Prom King","5","g",57.50,6,1.13.07,0.38.27,10.60," ","Ken Rae & Krystal Williams-Tuhoro","Ruakaka",8.50,0.00,200.00,"Tanya Jonker",57.50,0.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip, Tongue Tie",271558,"SHAMEXPRESS (NZ) 2009",211384,"FINISHING SCHOOL (AUS) 1998",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209092,8,,Flat,1200,"Rating 65 Benchmark*","COMMODORE HOTEL HANDICAP R65 1200",10000.00,17:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",353439,5,3,"Expressive","5","m",56.50,9,1.13.55,0.36.73,14.00," ","John Blackadder","Rangiora",14.90,0.00,200.00,"Brett Murray",56.50,0.00,62,0,0,"Approved Plates, Tongue Control Bit, Blinkers, Tongue Tie",276923,"BATTLE PAINT (USA) 2004",288945,"ESZENCIA (NZ) 2010",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209092,8,,Flat,1200,"Rating 65 Benchmark*","COMMODORE HOTEL HANDICAP R65 1200",10000.00,17:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",346941,6,5,"Recommended Flight","5","m",56.50,2,1.11.82,0.35.97,2.50," 1 1/4 LEN","Ross Beckett","Yaldhurst",6.90,2.20,1500.00,"Jacob Lowry",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Side Winkers",313563,"HIGHLY RECOMMENDED (AUS) 2008",251653,"TRISTA FLIGHT (NZ) 2006",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209092,8,,Flat,1200,"Rating 65 Benchmark*","COMMODORE HOTEL HANDICAP R65 1200",10000.00,17:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",368057,7,8,"Ripa Ruby","4","m",56.50,1,1.11.44,0.36.20,," 2 1/2 LEN","Daniel Champion & Kezia Murphy","Riccarton Park",2.90,1.50,5800.00,"Tina Comignaghi",56.50,0.00,63,0,0,"Concussion Plates, Standard Bit, Tongue Tie",278350,"RED GIANT (USA) 2004",225833,"JESTER HIT (AUS) 2001",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209092,8,,Flat,1200,"Rating 65 Benchmark*","COMMODORE HOTEL HANDICAP R65 1200",10000.00,17:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",353797,8,9,"Ophelia Rose","5","m",56.00,4,1.12.61,0.37.81,7.80," 1/2 LEN","Stephanie Clark","Timaru",26.30,0.00,400.00,"Rahul Beeharry",53.00,3.00,61,0,0,"Approved Plates, Lugging Bit, Side Winkers",313563,"HIGHLY RECOMMENDED (AUS) 2008",211067,"WHEN THE CATS AWAY (NZ) 1999",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209092,8,,Flat,1200,"Rating 65 Benchmark*","COMMODORE HOTEL HANDICAP R65 1200",10000.00,17:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",361866,9,1,"Touchabeel","4","m",56.00,8,1.13.36,0.36.78,12.70," ","John & Karen Parsons","Balcairn",11.70,0.00,200.00,"Gosen Jogoo",56.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Side Winkers, Tongue Tie",238456,"SAVABEEL (AUS) 2001",259778,"FINAL TOUCH (NZ) 2007",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209092,8,,Flat,1200,"Rating 65 Benchmark*","COMMODORE HOTEL HANDICAP R65 1200",10000.00,17:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",362624,10,7,"Tennessee Rock","4","m",54.50,5,1.12.72,0.37.32,8.30," ","Leonard Stewart","Timaru",13.50,0.00,200.00,"Chris Johnson",54.50,0.00,57,0,0,"Approved Plates, Lugging Bit",325398,"ALL TOO HARD (AUS) 2009",351365,"SWEEPSTAKING (AUS) 2006",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",344417,1,2,"Kapalka","5","g",58.50,2,1.13.28,0.36.03,1.30," 1/2 HEAD","Michael & Matthew Pitman","Yaldhurst, Riccarton Park",5.00,1.80,1500.00,"Samantha Wynne",58.50,0.00,53,0,0,"Approved Plates, Lugging Bit, Side Winkers, Tongue Tie",238456,"SAVABEEL (AUS) 2001",253229,"BEJEWELLED (NZ) 2006",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",361545,2,9,"Bentley","4","g",58.50,6,1.13.60,0.36.04,3.50," ","John & Karen Parsons","Balcairn",2.90,0.00,200.00,"Tina Comignaghi",58.50,0.00,47,0,0,"Approved Plates, Lugging Bit",255989,"IFFRAAJ (GB) 2001",187996,"CARINDA (NZ) 1996",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",346930,3,1,"Disco Deejay","5","g",58.50,11,1.14.63,0.37.47,10.60," ","Leonard Stewart","Timaru",55.40,0.00,200.00,"Gosen Jogoo",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Ear Covers, Tongue Tie",264625,"ROCK 'N' POP (AUS) 2008",240096,"VANNISTA BELLE (NZ) 2004",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",398501,4,3,"In Heaven (AUS)","3","c",57.00,8,1.13.75,0.37.27,4.50," ","Michael & Matthew Pitman","Yaldhurst, Riccarton Park",4.90,0.00,200.00,"Kavish Chowdhoory",56.00,1.00,49,0,0,"Approved Plates, Lugging Bit, Side Winkers",359485,"NO NAY NEVER (USA) 2011",398502,"STARLIGHT HEAVEN (AUS) 2011",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",363903,5,11,"Roc Music","4","m",56.50,1,1.13.10,0.36.14,," 1 1/4 LEN","Jamie Bullard","Riccarton Park",6.20,2.10,5800.00,"Chris Johnson",56.50,0.00,51,0,0,"Approved Plates, Bar Plates (Front), Lugging Bit, Blinkers, Tongue Tie",287992,"EL ROCA (AUS) 2010",277312,"MUSICALLY (AUS) 2004",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",359045,6,6,"Avino","4","m",56.50,4,1.13.40,0.36.56,2.20," 3/4 LEN","Brian & Shane Anderton","Wingatui",12.50,0.00,400.00,"Courtney Barnes",56.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",338027,"GHIBELLINES (AUS) 2011",269157,"GRIGIO (NZ) 2008",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",361668,7,4,"Kitchener","4","m",56.50,12,1.14.68,0.38.00,10.90," ","Andrew Carston","Riccarton Park",20.00,0.00,200.00,"Jacob Lowry",56.50,0.00,47,0,0,"Approved Plates, Lugging Bit, Side Winkers, Ear Covers, Tongue Tie (1st time)",287992,"EL ROCA (AUS) 2010",248184,"DUTCH STRIKER (NZ) 2005",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",339445,9,10,"Glorious Missile (AUS)","5","m",56.50,9,1.13.90,0.36.02,5.50," ","Jason Coutts","Wingatui",85.00,0.00,200.00,"Tanya Jonker",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",302053,"SMART MISSILE (AUS) 2008",339446,"COYOTE MISS (AUS) 2009",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",345060,11,8,"Quella Ragazza","5","m",56.50,5,1.13.53,0.36.05,3.00," ","Mel & Warwick Coles","Timaru",19.20,0.00,200.00,"Corey Campbell",55.50,1.00,47,0,0,"Approved Plates, Lugging Bit, Tongue Tie",280637,"PER INCANTO (USA) 2004",247637,"BAILLIEBOROUGH (NZ) 2005",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",379580,12,5,"Drumisle","3","f",55.00,10,1.13.90,0.36.50,5.60," ","Amanda Schwarz","Ashburton",77.40,0.00,200.00,"Rahul Beeharry",52.00,3.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers",285563,"THE BOLD ONE (NZ) 2010",224948,"DRUMYELLOW (NZ) 2001",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",363000,14,12,"Aorangi Assassin","4","g",58.50,7,1.13.69,0.36.33,4.00," ","Pat Collins","Timaru",22.20,0.00,200.00,"Terry Moseley",58.50,0.00,49,0,0,"Approved Plates, Lugging Bit",287687,"SHOWCASING (GB) 2007",191110,"QUEDAR (NZ) 1996",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209094,9,,Flat,1200,"MDN 2YO&UP","MARYBURN POLLED MERINO STUD MDN 1200",10000.00,18:04:00,"N",,"2yo&up","Maiden","unrestricted","sw","Dead",4,"Fine",329122,16,7,"Resuscitate","6","g",58.50,3,1.13.29,0.35.57,1.40," 3/4 LEN","Mel & Warwick Coles","Timaru",57.50,8.70,700.00,"Racha Cuneen",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",263679,"PATAPAN (USA) 2002",252796,"CONNEMARA LASS (NZ) 2006",
