<-- Copyright Notice: (c) 2020 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208563,7,Group 2,Flat,1400,"WFA","KEVIN PRATT MEMORIAL MANAWATU CHALLENGE STAKES",100000.00,15:40:00,"Y",,"Unrestricted","Open","unrestricted","wfa","Dead",4,"Fine",330589,6,6,"Motivation","6","g",59.00,4,1.24.46,0.33.76,3.20," 1/2 NECK","John Bary","Hastings",17.70,0.00,4000.00,"Johnathan Parkes",59.00,0.00,74,0,0,"Approved Plates, Standard Bit, Nose Band",278104,"MASTERCRAFTSMAN (IRE) 2006",240258,"TENACITY (NZ) 2004",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208563,7,Group 2,Flat,1400,"WFA","KEVIN PRATT MEMORIAL MANAWATU CHALLENGE STAKES",100000.00,15:40:00,"Y",,"Unrestricted","Open","unrestricted","wfa","Dead",4,"Fine",338287,7,5,"Kiwi Ida (AUS)","6","m",57.00,3,1.24.43,0.33.97,3.00," LONG HEAD","John & Karen Parsons","Balcairn",7.50,1.60,7000.00,"Chris Johnson",57.00,0.00,104,0,0,"Approved Plates, Lugging Bit, Visor Blinkers",338288,"SQUAMOSA (AUS) 2007",338289,"EMPRESS IDA (AUS) 2007",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208563,7,Group 2,Flat,1400,"WFA","KEVIN PRATT MEMORIAL MANAWATU CHALLENGE STAKES",100000.00,15:40:00,"Y",,"Unrestricted","Open","unrestricted","wfa","Dead",4,"Fine",361684,8,2,"Aimee's Jewel","4","m",57.00,5,1.24.49,0.34.45,3.40," 1/2 LEN","Trudy Keegan","Stratford",8.10,0.00,2000.00,"Lisa Allpress",57.00,0.00,82,0,0,"Approved Plates, Lugging Bit",337555,"PROISIR (AUS) 2009",221684,"AIMEE'S IDOL (NZ) 2001",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",305036,1,8,"Dolcetto","8","g",60.00,2,2.21.83,0.34.98,0.10," 1 LEN","Sylvia Kay","Levin",18.90,5.40,15000.00,"Jonathan Riddell",60.00,0.00,101,0,0,"Approved Plates, Standard Bit, Blinkers",280637,"PER INCANTO (USA) 2004",195399,"OUR SHIRAZ (NZ) 1997",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",321096,2,14,"Camino Rocoso","7","g",56.50,3,2.21.98,0.35.42,1.10," SHORT HEAD","John & Karen Parsons","Balcairn",13.40,3.90,7000.00,"Chris Johnson",56.50,0.00,94,0,0,"Approved Plates, Lugging Bit, Side Winkers, Tongue Tie",287450,"SHOCKING (AUS) 2005",166724,"OUR CENTASEA (AUS) 1991",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",347163,3,15,"Platinum Invador","5","g",56.00,7,2.22.28,0.34.30,2.90," ","Lisa Latta","Awapuni",8.10,0.00,2000.00,"Ryan Elliot",56.00,0.00,93,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",301937,"REDWOOD (GB) 2006",300143,"ATOMIC DANCER (AUS) 2003",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",303310,4,4,"Hunta Pence","8","g",54.00,1,2.21.82,0.34.52,," NOSE","Patrick Campbell","Hastings",13.20,4.60,54000.00,"Darryl Bradley",54.00,0.00,89,0,0,"Approved Plates, Lugging Bit",232838,"NO EXCUSE NEEDED (GB) 1998",233032,"VANITAS (NZ) 2003",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",350360,5,3,"Sir Nate","5","g",53.00,4,2.22.00,0.34.95,1.20," HEAD","Lisa Latta","Awapuni",6.00,0.00,4000.00,"Ashvin Goindasamy",53.00,0.00,84,0,0,"Approved Plates, Lugging Bit",261934,"NADEEM (AUS) 2003",241912,"JUST DIAMONDS (NZ) 2004",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",304298,6,6,"Duplicity","8","g",53.00,14,2.23.56,0.35.58,11.40," ","Ashley Meadows","Awapuni",10.90,0.00,2000.00,"Danielle Hirini",53.00,0.00,82,0,0,"Approved Plates, Lugging Bit, Blinkers",280988,"DUPORTH (AUS) 2005",301264,"BIDTHEMOBGOODAY (AUS) 2005",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",298101,7,2,"Nymph Monte","9","g",53.00,10,2.22.62,0.35.46,5.10," ","Grant Nicholson","Opaki",21.10,0.00,2000.00,"Sarah Macnab",53.00,0.00,82,0,0,"Approved Plates, Lugging Bit, Blinkers",248656,"TAVISTOCK (NZ) 2005",196840,"GROVE NYMPH (NZ) 1997",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",316227,8,10,"Voler Pour Moi","7","m",53.00,12,2.22.80,0.35.13,6.30," ","Lance O'Sullivan & Andrew Scott","Matamata",28.80,0.00,2000.00,"Taiki Yanagida",53.00,0.00,80,0,0,"Approved Plates, Lugging Bit",300680,"POUR MOI (IRE) 2008",242687,"TIN GOOSE (NZ) 2004",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",298245,9,9,"Master Fin","9","g",53.00,15,2.23.61,0.35.21,11.80," ","Mark Oulaghan","Awapuni",41.30,0.00,0.00,"Temyia Taiaroa",53.00,0.00,79,59,0,"Approved Plates, Lugging Bit",241392,"NOM DU JEU (NZ) 2004",248305,"CLOVERLEE (NZ) 2005",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",350247,10,5,"Platinum Rapper","5","m",53.00,8,2.22.35,0.34.98,3.40," ","Lisa Latta","Awapuni",31.80,0.00,2000.00,"Leah Hemi",53.00,0.00,79,0,0,"Approved Plates, Lugging Bit, Shadow Roll, Tongue Tie",287689,"MAKFI (GB) 2007",252406,"WEDNESDAY ROCKS (NZ) 2006",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",319106,11,12,"Awesome Al","7","m",53.00,16,2.24.04,0.35.96,14.60," ","Buddy Lammas","Otaki",65.30,0.00,0.00,"Reon Aukett",53.00,0.00,78,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip, Tongue Tie",241092,"ALAMOSA (NZ) 2004",254361,"AWESOME (NZ) 2006",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",341575,12,11,"London Banker","5","g",53.00,11,2.22.65,0.35.09,5.30," ","Roger James & Robert Wellwood","Cambridge",11.00,0.00,2000.00,"Shaun McKay",53.00,0.00,77,0,0,"Approved Plates, Norton Bit",248656,"TAVISTOCK (NZ) 2005",265812,"PALOS DE LAGO (NZ) 2008",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",319245,13,16,"Felaar","7","g",53.00,5,2.22.03,0.34.94,1.40," 1/2 LEN","Stephen Marsh","Cambridge",10.30,0.00,2000.00,"Lisa Allpress",53.00,0.00,76,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Nasal Strip",238720,"EKRAAR (USA) 1997",234790,"FELT THAT (NZ) 2003",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",327866,14,13,"Za Za Gabor (AUS)","6","m",53.00,13,2.23.05,0.34.86,8.10," ","Michael Moroney & Pam Gerard","Matamata",40.60,0.00,2000.00,"Tony Allan",53.00,0.00,76,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",172521,"O'REILLY (NZ) 1993",270916,"ZAZA TOP (GER) 1998",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",339565,15,7,"Star Tsar (AUS)","5","g",53.00,6,2.22.11,0.34.38,1.90," ","Murray Baker & Andrew Forsman","Cambridge",4.70,0.00,2000.00,"Matthew Cameron",53.00,0.00,74,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",244847,"FASTNET ROCK (AUS) 2001",251502,"ZARZUELA (NZ) 2006",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",208562,8,Group 3,Flat,2300,"OPN HCP","BRAMCO GRANITE AND MARBLE MANAWATU CUP",100000.00,16:15:00,"Y",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",292534,16,1,"Jacksstar","9","g",53.00,9,2.22.38,0.35.22,3.60," ","Gary Vile","Awapuni",40.10,0.00,2000.00,"Ashvin Mudhoo",53.00,0.00,70,0,0,"Approved Plates, Lugging Bit, Bandages",226925,"ZED (NZ) 2002",242424,"STAR GUEST (NZ) 2004",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",340983,1,9,"Langkawi","5","g",59.50,4,1.24.37,0.35.40,2.10," 1 1/4 LEN","Peter McKay","Matamata",5.90,0.00,900.00,"Shaun McKay",59.50,0.00,64,0,0,"Approved Plates, Lugging Bit, Blinkers, Bandages, Nasal Strip",321373,"HELMET (AUS) 2008",235070,"SHORTBLACKMINI (NZ) 2003",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",381437,2,1,"Dedoje (AUS)","4","g",59.00,5,1.24.56,0.36.62,3.40," 3 LEN","Mike Breslin","Awapuni",5.90,0.00,450.00,"Troy Harris",59.00,0.00,63,0,0,"Approved Plates, Tongue Control Bit, Nasal Strip",349848,"RUBICK (AUS) 2011",381438,"BARJAS (AUS) 2008",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",363791,3,4,"Podkast","5","g",59.00,1,1.24.08,0.36.44,," 1/2 LEN","Laura Knight","Palmerston North",9.00,2.80,12150.00,"Darryl Bradley",59.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Side Winkers",313563,"HIGHLY RECOMMENDED (AUS) 2008",260975,"SPLIT DECISION (NZ) 2007",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",341082,4,2,"Floral Belt","5","m",57.50,10,1.25.77,0.37.32,11.40," ","Kevin Gray","Copper Belt Lodge, Palmerston North",14.60,0.00,450.00,"Lisa Allpress",57.50,0.00,64,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",211629,"PINS (AUS) 1996",221474,"TRUE BELT (NZ) 2001",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",318059,6,8,"Gobuyit","7","g",57.50,8,1.25.23,0.36.74,7.90," ","Jeff Bliss","Stratford",18.90,0.00,450.00,"Taiki Yanagida",56.50,1.00,60,0,0,"Approved Plates, Lugging Bit",248728,"FULLY FLEDGED (NZ) 2005",248868,"ZIGGYINTHEMIDDLE (NZ) 2005",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",363396,7,3,"Kick Start","4","g",57.50,7,1.25.08,0.37.01,6.90," ","Gary Vile","Awapuni",12.30,0.00,450.00,"Johnathan Parkes",57.50,0.00,60,0,0,"Approved Plates, Lugging Bit on, Tongue Tie",337555,"PROISIR (AUS) 2009",252254,"ACE OF HEARTS (NZ) 2006",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",339759,8,7,"Cate Blanco","5","m",57.00,6,1.25.00,0.36.71,6.40," ","Allan Sharrock","New Plymouth",5.10,0.00,450.00,"Hazel Schofer",56.00,1.00,63,0,0,"Approved Plates, Lugging Bit",301053,"CAPE BLANCO (IRE) 2007",258399,"THEMONEYZMINE (NZ) 2007",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",376701,9,6,"Gameout","4","m",57.00,3,1.24.36,0.36.21,2.00," NOSE","Ilone Kelly","Levin",7.80,2.70,1575.00,"Ashvin Mudhoo",53.00,4.00,63,0,0,"Approved Plates, Lugging Bit",313448,"NIAGARA (AUS) 2008",243452,"TIMEOUT (NZ) 2004",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",362671,10,5,"Kellys Inspiration","4","m",56.50,2,1.24.14,0.36.08,0.50," 1 1/2 LEN","Lisa Latta","Awapuni",8.30,2.70,3375.00,"Jonathan Riddell",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers",268744,"BURGUNDY (NZ) 2008",228658,"INSPIRE (NZ) 2002",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",343881,12,12,"She's A Goddess","5","m",56.00,11,1.25.81,0.38.62,11.60," ","Josh Shaw","Levin",37.10,0.00,450.00,"Chris Johnson",56.00,0.00,61,0,0,"Ear Covers Pre-Race on, Approved Plates, Tongue Control Bit (1st time), Nasal Strip",248656,"TAVISTOCK (NZ) 2005",255079,"SHALAKA (AUS) 2005",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",332187,13,11,"La Landonne","6","m",54.00,9,1.25.46,0.37.90,9.40," ","Shane Brown","Woodville",21.00,0.00,450.00,"Leah Hemi",54.00,0.00,57,0,0,"Approved Plates, Lugging Bit",255989,"IFFRAAJ (GB) 2001",257101,"WARREN'S SISTER (NZ) 2007",
49625,2020-12-19,4,"Awapuni","Feature","Race","Manawatu RC","MANAWATU RC 19 DEC","Dead",4,"Fine","True | Outside bend | 5mm Irrigation Applied Last 24 Hours",209332,9,,Flat,1400,"Rating 65 Benchmark*","CAPTURE SIGNS 1400",22500.00,16:50:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",332207,14,10,"Bangles","6","m",54.00,12,1.27.84,0.40.20,24.60," ","Guy Smith","Stratford",55.60,0.00,450.00,"Danielle Hirini",54.00,0.00,55,0,0,"Approved Plates, Hoof Pads (Front), Lugging Bit",269429,"AZAMOUR (IRE) 2001",220877,"MERENGUE (NZ) 2001",
