<-- Copyright Notice: (c) 2020 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",307081,2,12,"Greencast","8","g",60.50,13,1.37.99,0.38.04,17.90," ","Ralph Manning","Cambridge",119.00,0.00,550.00,"Tegan Newman",57.50,3.00,75,0,0,"Approved Plates on, Lugging Bit, Blinkers",255989,"IFFRAAJ (GB) 2001",248177,"PINS VALOUR (NZ) 2005",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",363653,3,6,"Osaka","4","g",59.00,4,1.35.26,0.35.56,0.80," 1 LEN","Stephen Marsh","Cambridge",3.00,0.00,1100.00,"Danielle Johnson",59.00,0.00,72,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Tongue Tie",287689,"MAKFI (GB) 2007",301266,"LOTTERIA (AUS) 2001",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",344099,4,7,"Kya Khoob Lagti Ho (AUS)","5","m",58.00,9,1.35.61,0.35.51,3.10," ","Frank Ritchie","Cambridge",17.70,0.00,550.00,"Callum Jones",55.00,3.00,74,0,0,"Approved Plates, Lugging Bit, Blinkers, Barrier Blanket",324966,"PIERRO (AUS) 2009",256324,"MYDANEHILLPRINCESS (AUS) 2003",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",294140,6,8,"Deluxe Edition","9","g",57.50,11,1.36.33,0.36.01,7.60," ","Ian George","Matamata",113.00,0.00,550.00,"Joe Kamaruddin",53.50,4.00,69,0,0,"Approved Plates, Lugging Bit, Blinkers",248656,"TAVISTOCK (NZ) 2005",188452,"ARLANDA (NZ) 1996",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",397478,7,1,"James Barrie","4","g",57.50,3,1.35.23,0.35.51,0.60," SHORT NECK","Shaune Ritchie & Colm Murray","Cambridge",5.50,1.70,1925.00,"Jonathan Riddell",57.50,0.00,69,0,0,"Approved Plates, Lugging Bit, Blinkers",313564,"RELIABLE MAN (GB) 2008",262530,"IT'S ELEANOR (NZ) 2007",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",328081,8,10,"Katie Perrie","6","m",57.00,2,1.35.17,0.35.72,0.30," NECK","Jim Collett","Matamata",8.20,2.20,4125.00,"Samantha Collett",57.00,0.00,72,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers (1st time)",264625,"ROCK 'N' POP (AUS) 2008",278954,"FRENCH LION (AUS) 2006",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",346456,9,4,"Rangitata","5","g",57.00,5,1.35.40,0.35.18,1.80," HEAD","Stephen Autridge & Kris Shailer","Matamata",13.50,0.00,550.00,"Johnathan Parkes",57.00,0.00,68,0,0,"Approved Plates, Lugging Bit",238456,"SAVABEEL (AUS) 2001",235396,"HARINUI (NZ) 2003",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",344317,10,9,"Symbio","5","g",57.00,10,1.36.32,0.36.61,7.50," ","Jenna Mahoney","Byerley Park",29.10,0.00,550.00,"Ryan Elliot",57.00,0.00,68,0,0,"Approved Plates, Lugging Bit, Side Winkers",265282,"OCEAN PARK (NZ) 2008",245106,"CHARLOTTE'S SISTER (NZ) 2005",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",321068,12,5,"Quantum","7","g",56.50,8,1.35.60,0.35.13,3.00," ","Karen Nicholson","Te Awamutu",62.40,0.00,550.00,"Hazel Schofer",55.50,1.00,67,0,0,"Approved Plates, Standard Bit, Blinkers",222919,"KEEPER (AUS) 1997",264231,"GINA MAY (NZ) 2008",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",343242,13,11,"Rising Renown","5","g",56.50,12,1.36.38,0.36.07,7.90," ","Nicholas Bishara","Ardmore Lodge",24.90,0.00,550.00,"Andrew Calder",56.50,0.00,67,0,0,"Approved Plates, Lugging Bit, Side Winkers",301937,"REDWOOD (GB) 2006",272154,"VICKICHRISTINA (NZ) 2009",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",397530,14,13,"Royal Prince (AUS)","7","g",56.50,6,1.35.44,0.34.91,2.00," ","Jenny & Bob Vance","Ardmore Lodge",27.50,0.00,550.00,"Darren Danis",54.50,2.00,67,0,0,"Approved Plates, Lugging Bit, Blinkers on, Nose Band",238876,"RESET (AUS) 2000",397531,"RIDDLES (AUS) 2001",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208730,8,,Flat,1600,"Rating 74 Benchmark","J F GRYLLS MEMORIAL CLASSIC",27500.00,16:43:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Good",3,"Overcast",357896,15,2,"Lavaglo","4","m",55.00,1,1.35.10,0.35.21,," NECK","Daniel Miller","Matamata",4.80,1.80,14850.00,"Sam Weatherley",55.00,0.00,68,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Side Winkers, Nose Band, Tongue Tie",264625,"ROCK 'N' POP (AUS) 2008",251081,"LITTLE GLO (NZ) 2006",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",353774,1,3,"Heza Looker","4","g",59.50,6,1.23.28,0.35.36,4.00," ","Ralph Manning","Cambridge",5.90,0.00,450.00,"Hazel Schofer",57.50,2.00,64,0,0,"Approved Plates, Lugging Bit",268744,"BURGUNDY (NZ) 2008",269641,"RIVER NYMPH (NZ) 2008",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",380718,2,12,"Son Of Bielski (AUS)","4","g",59.50,2,1.22.79,0.34.26,0.50," HEAD","Glenn Old","Matamata",7.10,2.60,3375.00,"Troy Harris",59.50,0.00,64,0,0,"Approved Plates, Lugging Bit, Side Winkers (1st time)",344095,"DISSIDENT (AUS) 2010",363978,"VALOURINA (AUS) 1993",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",357361,3,1,"Enjoy The Show","4","g",58.50,7,1.23.49,0.35.59,5.30," ","Murray Baker & Andrew Forsman","Cambridge",12.30,0.00,450.00,"Jonathan Riddell",58.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers",287687,"SHOWCASING (GB) 2007",205563,"DANASIA (AUS) 1997",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",373729,5,6,"Caithness Kid","4","g",58.00,4,1.23.13,0.34.66,3.00," 1/2 LEN","Karen Nicholson","Te Awamutu",29.40,0.00,900.00,"Ryan Elliot",58.00,0.00,61,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",222919,"KEEPER (AUS) 1997",264231,"GINA MAY (NZ) 2008",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",358056,6,11,"Gus The Maverick","4","g",58.00,12,1.24.67,0.36.94,12.60," ","Michael Moroney & Pam Gerard","Matamata",26.20,0.00,450.00,"Matthew Cameron",58.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers",271558,"SHAMEXPRESS (NZ) 2009",271826,"HOLLYWOOD ANGEL (AUS) 2009",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",381517,8,9,"Amal Rose (AUS)","4","m",57.50,9,1.23.77,0.35.56,7.10," ","Roger James & Robert Wellwood","Cambridge",9.20,0.00,450.00,"Vinnie Colgan",57.50,0.00,64,0,0,"Approved Plates, Lugging Bit, Side Winkers, Shadow Roll",262881,"WRITTEN TYCOON (AUS) 2002",352551,"BRAMBLING (AUS) 2008",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",358166,9,7,"Sweet Molly Malone","4","m",57.50,8,1.23.53,0.35.80,5.50," ","Cody Cole","Matamata",3.90,0.00,450.00,"Sam Weatherley",57.50,0.00,64,0,0,"Approved Plates, Lugging Bit, Nose Band",287683,"RIP VAN WINKLE (IRE) 2006",230105,"WISHING (NZ) 2002",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",367718,10,2,"Tears Of Jupiter (AUS)","4","m",57.50,1,1.22.71,0.35.02,," 1/2 LEN","Peter & Dawn Williams","Byerley Park",5.30,2.30,12150.00,"Danielle Johnson",57.50,0.00,64,0,0,"Approved Plates, Lugging Bit",336540,"ZOUSTAR (AUS) 2010",367719,"SNOW BLITZ (AUS) 2007",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",346384,11,10,"Bolt From The Blue","5","g",57.50,5,1.23.20,0.35.22,3.50," 1/2 LEN","Nicholas Bishara","Ardmore Lodge",41.80,0.00,450.00,"Andrew Calder",57.50,0.00,60,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Tongue Tie",287683,"RIP VAN WINKLE (IRE) 2006",300486,"MISS OTTEY (AUS) 2010",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",354709,12,4,"My World","4","g",57.50,3,1.22.81,0.34.57,0.70," 2 1/4 LEN","Jared Prangley","Ardmore",18.60,5.10,1575.00,"Taiki Yanagida",56.50,1.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers",258606,"JIMMY CHOUX (NZ) 2007",263347,"SACSAYHUAMAN (AUS) 2007",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",365082,13,5,"Sacrosanct","4","m",56.50,11,1.24.00,0.35.78,8.50," ","Stephen Marsh","Cambridge",20.50,0.00,450.00,"Michael McNab",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit",337951,"CHARM SPIRIT (IRE) 2011",229906,"OMBRE ROSE (NZ) 2002",
49578,2020-10-24,2,"Te Rapa","Feature","Race","Waikato RC","WAIKATO RC 24 OCT","Dead",4,"Overcast","True | 12.5mm Rain This Week | No Rain Last 24 Hours",208733,9,,Flat,1400,"Rating 65 Benchmark*","CAL ISUZU 1400",22500.00,17:23:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Overcast",381211,15,8,"Zouluminous (AUS)","4","m",56.50,10,1.23.80,0.35.33,7.20," ","Jamie Richards","Matamata",22.40,0.00,450.00,"Samantha Collett",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",336540,"ZOUSTAR (AUS) 2010",381212,"LUMINOUS HARMONY (AUS) 2006",
