<-- Copyright Notice: (c) 2019 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",346655,4,4,"Powertaine","3","g",58.50,10,1.27.26,0.37.80,6.70," ","Fraser Auret","Marton",7.70,0.00,0.00,"Lisa Allpress",58.50,0.00,51,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",280637,"PER INCANTO (USA) 2004",260199,"MOORETAINE (NZ) 2007",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",329193,5,14,"Mammoth Mountain","4","g",58.50,12,1.27.50,0.37.70,8.20," ","Fraser Auret","Marton",40.80,0.00,0.00,"Madan Singh",56.50,2.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers on, Tongue Tie",245781,"SUFFICIENT (NZ) 2005",245968,"MOUNTAIN MAGIC (NZ) 2005",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",332250,6,8,"Detonate","4","m",56.50,14,1.27.73,0.38.17,9.40," ","Harry Marsh","Wanganui",16.60,0.00,0.00,"Samantha Collett",56.50,0.00,53,0,0,"Approved Plates, Lugging Bit, Side Winkers",287450,"SHOCKING (AUS) 2005",245784,"FLEUR D'AMOUR (NZ) 2005",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",336623,7,13,"Fagiolo Majico","4","m",56.50,6,1.26.84,0.37.18,4.30," ","Jim Wallace","Opaki",23.50,0.00,0.00,"Hazel Schofer",54.50,2.00,51,0,0,"Approved Plates, Lugging Bit, Tongue Tie",280637,"PER INCANTO (USA) 2004",267709,"SUEANNA MARIE (NZ) 2008",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",347499,8,1,"Kiwianna","3","f",56.50,9,1.27.00,0.37.79,5.20," ","Stephen Marsh","Cambridge",9.10,0.00,0.00,"Timothy Johnson",56.50,0.00,51,0,0,"Approved Plates, Lugging Bit",301053,"CAPE BLANCO (IRE) 2007",239893,"VOLIERA (AUS) 2004",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",333317,9,12,"Veuve Clicquot","4","m",56.50,3,1.26.51,0.37.15,2.10," 1 3/4 LEN","Lee Somervell","Hastings",24.70,5.70,1000.00,"Holly Andrew",55.50,1.00,51,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band",264625,"ROCK 'N' POP (AUS) 2008",271222,"MEGAN'S TOUGH LOVE (USA) 2006",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",335491,10,6,"Mariota","4","m",56.50,8,1.26.91,0.37.63,4.70," ","Gary Hennessy","Matamata",62.10,0.00,0.00,"Danielle Hirini",55.50,1.00,49,0,0,"Approved Plates, Lugging Bit, Side Winkers on",172521,"O'REILLY (NZ) 1993",300359,"MISS SWISS (AUS) 2008",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",340794,11,2,"Sheza Beach Babe","3","f",56.50,5,1.26.80,0.37.39,4.10," 1/2 NECK","Fraser Auret","Marton",16.40,0.00,250.00,"Chris Johnson",56.50,0.00,49,0,0,"Approved Plates, Lugging Bit, Blinkers on, Tongue Tie (1st time)",265282,"OCEAN PARK (NZ) 2008",252925,"LA COLLINA (NZ) 2006",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",366148,12,11,"Valhexa","5","m",56.50,11,1.27.33,0.37.43,7.20," ","Stephen Ralph","Te Awamutu",59.20,0.00,0.00,"Charlotte O'Beirne",53.50,3.00,48,0,0,"Approved Plates, Lugging Bit, Tongue Tie",254654,"MAN OF POWER (AUS) 2005",167550,"SHUTRICIA (NZ) 1992",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",352351,13,5,"Amadi Lass","3","f",56.50,13,1.27.53,0.38.01,8.40," ","Brendon Hawtin","Te Awamutu",24.30,0.00,0.00,"Darryl Bradley",56.50,0.00,47,0,0,"Approved Plates, Lugging Bit, Nose Band",211629,"PINS (AUS) 1996",311709,"JELLY (AUS) 2008",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202524,8,,Flat,1400,"MDN","BOSTOCK NEW ZEALAND SPRING CARNIVAL TICKETS ON SALE NOW",10000.00,15:05:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",7,"Fine",339443,14,9,"Mamarella (AUS)","3","f",56.50,7,1.26.85,0.37.66,4.40," ","Roger James & Robert Wellwood","Cambridge",7.30,0.00,0.00,"Reese Jones",56.50,0.00,47,0,0,"Approved Plates, Lugging Bit",211629,"PINS (AUS) 1996",267752,"ZONZA (NZ) 2008",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",308256,1,7,"Petite En Jeu","6","m",61.00,7,1.26.11,0.38.05,4.50," ","Nigel Auret","Wanganui",21.40,0.00,0.00,"Madan Singh",59.00,2.00,78,0,0,"Approved Plates, Lugging Bit, Barrier Blanket, Nose Band",236672,"METTRE EN JEU (NZ) 2003",213242,"QUALITY EYES (AUS) 2000",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",333283,2,9,"Father Lenihan","4","g",60.50,12,1.26.91,0.38.63,8.90," ","Lisa Latta","Awapuni",15.80,0.00,0.00,"Lisa Allpress",60.50,0.00,73,0,0,"Approved Plates, Lugging Bit",172521,"O'REILLY (NZ) 1993",253537,"PLATINUM PRINCESS (NZ) 2006",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",351682,3,2,"Lincoln Hills (AUS)","4","g",60.50,5,1.25.91,0.37.07,3.40," NOSE","Lisa Latta","Awapuni",6.00,0.00,625.00,"Chris Johnson",60.50,0.00,73,0,0,"Approved Plates, Lugging Bit, Blinkers",325398,"ALL TOO HARD (AUS) 2009",351683,"HICKORY HILLS (AUS) 2007",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",309819,4,12,"Hay Tiger","6","g",59.50,3,1.25.51,0.36.35,0.60," 1 LEN","Glenn Old","Matamata",10.40,3.10,2500.00,"Reese Jones",59.50,0.00,71,0,0,"Approved Plates, Lugging Bit",277655,"TIGER PRAWN (SAF) 2002",268659,"VERRY FAST (NZ) 2008",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",352408,5,11,"Atlanta Peach","4","m",58.50,6,1.25.92,0.36.89,3.50," ","Guy Lowry & Grant Cullen","Hastings",4.80,0.00,0.00,"Samantha Collett",58.50,0.00,73,0,0,"Approved Plates, Lugging Bit",300510,"BULLBARS (AUS) 2007",185326,"FLAME OF ATLANTA (NZ) 1995",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",325413,6,10,"Midnight Story (AUS)","5","m",58.00,8,1.26.14,0.37.96,4.70," ","Trudy Keegan","Stratford",17.70,0.00,0.00,"Timothy Johnson",58.00,0.00,72,0,0,"Approved Plates, Lugging Bit, Ear Covers",264147,"DYLAN THOMAS (IRE) 2003",261038,"MIDNIGHT VAN DAMME (NZ) 2006",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",305662,7,8,"Pacquiao","6","g",58.00,2,1.25.50,0.36.69,0.50," 1/2 HEAD","Graham Richardson & Gavin Parker","Matamata",22.80,5.70,5000.00,"Ryan Elliot",58.00,0.00,68,0,0,"Approved Plates, Lugging Bit, Blinkers",287691,"PACO BOY (IRE) 2005",241119,"ROMANCING (NZ) 2004",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",332298,8,3,"Rock Island Line","4","g",58.00,4,1.25.66,0.37.03,1.60," 1 3/4 LEN","Lisa Latta","Awapuni",22.20,0.00,1250.00,"Robert Hannam",58.00,0.00,68,0,0,"Approved Plates, Lugging Bit, Blinkers",264625,"ROCK 'N' POP (AUS) 2008",227642,"ISLAND TIME (NZ) 2002",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",335767,9,4,"Skarloey","4","g",57.50,1,1.25.40,0.37.04,," 1/2 LEN","Colin Cromarty","Waverley",3.60,1.80,15625.00,"Johnathan Parkes",57.50,0.00,67,0,0,"Approved Plates, Lugging Bit, Tongue Tie",280637,"PER INCANTO (USA) 2004",243744,"CACHETTE (NZ) 2004",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",324658,10,5,"Tellyawhat","5","g",57.50,9,1.26.18,0.37.46,4.80," ","Allan Sharrock","New Plymouth",11.30,0.00,0.00,"Hazel Schofer",54.50,3.00,67,0,0,"Approved Plates, Lugging Bit, Side Winkers",302210,"DALGHAR (FR) 2006",246307,"TUDOR PARK (NZ) 2005",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",322451,11,13,"Fogarty Fegen","5","g",57.00,11,1.26.50,0.37.91,6.60," ","Alexander Fieldes","Wanganui",25.00,0.00,0.00,"Mereana Hudson",54.00,3.00,66,0,0,"Approved Plates, Lugging Bit",215366,"FALKIRK (NZ) 2000",234525,"MISS TUFF (NZ) 2003",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",330330,12,6,"St Andre","4","g",57.00,13,1.27.57,0.38.96,12.70," ","Roger James & Robert Wellwood","Cambridge",38.80,0.00,0.00,"Darryl Bradley",57.00,0.00,66,0,0,"Approved Plates, Lugging Bit, Blinkers",300392,"ECHOES OF HEAVEN (AUS) 2007",206786,"ISLA BELLA (NZ) 1999",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202521,9,,Flat,1400,"Rating 72 Benchmark","STELLA ARTOIS 1400",25000.00,15:40:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",7,"Fine",334260,13,1,"Parvina","4","m",54.00,10,1.26.31,0.37.07,5.60," ","Glenn Old","Matamata",30.30,0.00,0.00,"Holly Andrew",54.50,-0.50,59,0,0,"Approved Plates, Lugging Bit, Barrier Blanket, Nose Band",255989,"IFFRAAJ (GB) 2001",217508,"EBONY PEARL (NZ) 2000",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",321089,1,1,"Almo Street","5","g",60.00,11,1.27.07,0.36.58,4.70," ","Lisa Latta","Awapuni",19.00,0.00,0.00,"Charlotte O'Beirne",57.00,3.00,65,0,0,"Barrier Blindfold, Approved Plates, Lugging Bit",241092,"ALAMOSA (NZ) 2004",260964,"JESSIE STREET (NZ) 2007",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",333377,2,9,"Lincoln Star","4","g",60.00,9,1.26.85,0.36.41,3.40," ","Lisa Latta","Awapuni",21.30,0.00,0.00,"Madan Singh",58.00,2.00,65,0,0,"Approved Plates, Lugging Bit, Side Winkers, Barrier Blanket",238456,"SAVABEEL (AUS) 2001",257863,"DATING (NZ) 2007",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",301672,4,13,"Chadsdale","7","g",59.50,5,1.26.68,0.36.48,2.30," LONG NECK","Stephen Autridge","Matamata",16.10,0.00,565.00,"Holly Andrew",57.50,2.00,64,0,0,"Approved Plates, Lugging Bit, Blinkers on, Tongue Tie",250272,"CASTLEDALE (IRE) 2001",228318,"GEEILANI (NZ) 2002",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",330589,5,12,"Motivation","4","g",59.50,3,1.26.62,0.35.88,1.80," NOSE","John Bary","Hastings",9.00,3.10,2250.00,"Chris Johnson",59.50,0.00,64,0,0,"Approved Plates, Standard Bit (1st time), Nose Band",278104,"MASTERCRAFTSMAN (IRE) 2006",240258,"TENACITY (NZ) 2004",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",341307,7,8,"Finding Nemo","3","g",59.00,10,1.26.95,0.36.89,3.90," ","Hamish Auret","Wanganui",5.90,0.00,0.00,"Lisa Allpress",59.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Side Winkers",238720,"EKRAAR (USA) 1997",233111,"TRUDY TEE (NZ) 2003",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",363940,9,7,"Ted Talks","4","g",58.00,12,1.27.51,0.36.90,7.20," ","Shaun & Emma Clotworthy","Byerley Park",44.80,0.00,0.00,"Timothy Johnson",58.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Shadow Roll (1st time), Tongue Tie",226925,"ZED (NZ) 2002",260127,"MAGNESIUM (AUS) 2003",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",315211,10,6,"Boundtobehonored (AUS)","5","m",57.00,1,1.26.33,0.36.63,," 1/2 LEN","Tony Pike","Cambridge",4.90,2.10,14060.00,"Johnathan Parkes",57.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Nose Band",230462,"DARCI BRAHMA (NZ) 2002",234948,"BOUND TO IMPRESS (NZ) 2003",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",346901,11,5,"Spring Bouquet","3","f",57.00,6,1.26.75,0.36.42,2.70," ","Tony Pike","Cambridge",5.50,0.00,0.00,"Ryan Elliot",57.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Nose Band, Tongue Tie",230462,"DARCI BRAHMA (NZ) 2002",257745,"SPRING FEVER (NZ) 2007",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",346899,12,11,"Vis Ta Vie","3","f",57.00,13,1.27.64,0.36.67,8.00," ","Stephen Marsh","Cambridge",10.80,0.00,0.00,"Samantha Collett",57.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Tongue Tie (1st time)",230462,"DARCI BRAHMA (NZ) 2002",244602,"SOUTHERN SUNSET (GB) 2002",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",352299,13,10,"Belle Tem","5","m",56.00,4,1.26.62,0.35.61,1.90," LONG NECK","Allan Sharrock","New Plymouth",24.00,0.00,1125.00,"Hazel Schofer",54.00,2.00,61,0,0,"Approved Plates, Lugging Bit, Side Winkers",172521,"O'REILLY (NZ) 1993",263049,"BELLES A GEM (AUS) 2007",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",322942,14,2,"Rekohu Diva","5","m",56.00,14,1.28.05,0.37.72,10.30," ","Sue Thompson & Mick Brown","Hastings",100.90,0.00,0.00,"Danielle Hirini",55.00,1.00,61,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Barrier Blanket, Nasal Strip, Nose Band",251021,"PLAYMAKER (NZ) 2006",194027,"LA CAT (AUS) 1996",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",316858,15,14,"Pincanto","5","m",56.00,2,1.26.41,0.36.79,0.50," 1 1/4 LEN","Penny & Tony Ebbett","Waipukurau",13.00,4.00,4500.00,"Chelsea Burdan",52.00,4.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band",280637,"PER INCANTO (USA) 2004",248904,"SNIPPINS (NZ) 2005",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",338685,16,3,"Zappeur (AUS)","5","m",55.00,7,1.26.77,0.36.88,2.80," ","Stephen Marsh","Cambridge",11.90,0.00,0.00,"Robert Hannam",55.00,0.00,59,0,0,"Approved Plates, Lugging Bit, Tongue Tie",300974,"BENETEAU (AUS) 2007",338686,"ZANNGANA (IRE) 2000",
47398,2019-06-29,4,"Hastings","Feature","Race","Hawke's Bay RI","HAWKE'S BAY RI 29 JUN","Slow",7,"Fine","Out 7m | Frost | Heavy Fog",202522,10,,Flat,1400,"Rating 65 Benchmark*",""STOCKIES" DAY JULY 18 1400",22500.00,00:00:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Fine",323602,17,4,"Tipperary Mary","5","m",54.00,8,1.26.77,0.36.05,2.90," ","Jim Wallace","Opaki",27.20,0.00,0.00,"Darryl Bradley",54.00,0.00,57,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Cheek Burrs",230462,"DARCI BRAHMA (NZ) 2002",219529,"SLIEVENAMON MARIE (AUS) 2000",
