<-- Copyright Notice: (c) 2019 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",203951,6,,Flat,1400,"MDN","STELLA BACKDROPS 1400",10000.00,13:43:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",346650,13,3,"Havana Heat","3","f",56.50,5,1.27.06,0.38.13,3.20," NOSE","Bruce Wallace & Grant Cooksley","Byerley Park",83.80,0.00,250.00,"Chris Dell",56.50,0.00,46,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",336866,"SHAMUS AWARD (AUS) 2010",257036,"ACAPELA (NZ) 2007",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",203951,6,,Flat,1400,"MDN","STELLA BACKDROPS 1400",10000.00,13:43:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",348823,14,13,"Barbara","3","f",56.50,10,1.28.26,0.37.65,10.30," ","Kylie Grass","Pukekohe Park",98.90,0.00,0.00,"Rowena Smyth",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit",257403,"HE'S REMARKABLE (NZ) 2007",231876,"SHADES OF SILK (AUS) 2000",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",203951,6,,Flat,1400,"MDN","STELLA BACKDROPS 1400",10000.00,13:43:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",346775,15,2,"Hetty","3","f",56.50,13,1.28.43,0.38.99,11.30," ","Stephen Marsh","Cambridge",17.90,0.00,0.00,"Sam Spratt",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",193564,"PENTIRE (GB) 1992",326007,"COMMENTATE (AUS) 2009",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",203951,6,,Flat,1400,"MDN","STELLA BACKDROPS 1400",10000.00,13:43:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",351504,16,8,"Three Sixty","3","f",56.50,14,1.28.77,0.38.55,13.30," ","Shaun & Emma Clotworthy","Byerley Park",42.00,0.00,0.00,"Alysha Collett",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit",313325,"POWER (GB) 2009",277878,"DANCERS WORLD (AUS) 2005",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",203951,6,,Flat,1400,"MDN","STELLA BACKDROPS 1400",10000.00,13:43:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",319020,18,5,"Signor Dal","5","g",58.50,9,1.27.76,0.38.11,7.30," ","M, M F & M L Rogers","Pukekohe Park",52.60,0.00,0.00,"Kavish Chowdhoory",56.50,2.00,45,0,0,"Approved Plates, Lugging Bit, Nasal Strip, Tongue Tie",302210,"DALGHAR (FR) 2006",223992,"SI SIGNORINA (NZ) 2001",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",203951,6,,Flat,1400,"MDN","STELLA BACKDROPS 1400",10000.00,13:43:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",338706,19,9,"Man Power","4","g",58.50,6,1.27.06,0.38.15,3.30," ","Stephen Ralph","Te Awamutu",56.80,0.00,0.00,"Eilish McCall",54.50,4.00,45,0,0,"Approved Plates, Lugging Bit",254654,"MAN OF POWER (AUS) 2005",242671,"PINK MARTINI (NZ) 2004",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",365463,2,4,"Shebringsmerubies (AUS)","3","f",57.50,4,1.41.10,0.36.49,1.40," 3/4 LEN","Jamie Richards","Matamata",10.10,0.00,500.00,"Joe Kamaruddin",53.50,4.00,54,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie (1st time)",271315,"SEBRING (AUS) 2005",365464,"RUN AWAY RUBY (AUS) 2008",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",331978,3,10,"Soda","4","m",57.50,1,1.40.84,0.37.09,," 3/4 LEN","Darryn Weatherley","Matamata",4.60,1.90,6250.00,"Michael Coleman",57.50,0.00,54,0,0,"Approved Plates, Lugging Bit, Barrier Blanket, Nose Band",302210,"DALGHAR (FR) 2006",196356,"SOGNO (NZ) 1997",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",338587,4,13,"Livvy Lass","4","m",57.50,2,1.40.98,0.36.96,0.80," 1/2 LEN","Michael Moroney & Pam Gerard","Matamata",4.40,1.90,2000.00,"Donavan Mansour",57.50,0.00,53,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",313564,"RELIABLE MAN (GB) 2008",202079,"STELLA DORO (NZ) 1998",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",353035,6,1,"Global Diamond (AUS)","3","f",57.50,6,1.41.45,0.37.28,3.50," ","Graham Richardson & Gavin Parker","Matamata",26.50,0.00,0.00,"Darren Danis",55.50,2.00,52,0,0,"Approved Plates, Lugging Bit, Blinkers",264285,"BERNARDINI (USA) 2003",353036,"TSUTSUMI (AUS) 2004",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",331055,7,12,"Whisper Rock","4","m",57.50,13,1.42.40,0.37.77,9.40," ","Peter Lock","Te Aroha",12.20,0.00,0.00,"Samantha Collett",57.50,0.00,52,0,0,"Ear Covers Pre-Race (1st time), Approved Plates, Lugging Bit, Side Winkers, Shadow Roll",257403,"HE'S REMARKABLE (NZ) 2007",247914,"EBONY AND IVORY (NZ) 2005",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",352797,8,9,"Rippedeedoodah","3","f",57.50,8,1.41.84,0.37.69,5.90," ","Stephen Marsh","Cambridge",19.70,0.00,0.00,"Craig Grylls",57.50,0.00,51,0,0,"Approved Plates, Lugging Bit",287683,"RIP VAN WINKLE (IRE) 2006",206762,"TINA TEMPLE (NZ) 1999",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",346898,9,8,"Southern Queen","3","f",57.50,10,1.42.04,0.37.47,7.20," ","Stephen Marsh","Cambridge",4.60,0.00,0.00,"Michael McNab",57.50,0.00,51,0,0,"Approved Plates, Lugging Bit, Blinkers on",242640,"ROC DE CAMBES (NZ) 2004",285183,"SOUTHERN POINT (NZ) 2010",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",324128,10,6,"Cologne","5","m",57.50,3,1.41.09,0.37.48,1.30," 1/2 HEAD","Stephen McKee","Ardmore",21.90,6.50,1000.00,"Sam Spratt",57.50,0.00,50,0,0,"Approved Plates, Lugging Bit",255989,"IFFRAAJ (GB) 2001",242377,"SUNSTRIKE (NZ) 2004",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",379233,11,5,"Miss Pacific (GB)","5","m",57.50,14,1.42.60,0.38.24,10.70," ","Stephen Autridge","Matamata",23.40,0.00,0.00,"Cameron Lammas",57.50,0.00,49,0,0,"Approved Plates, Lugging Bit",363746,"BATED BREATH (GB) 2007",379234,"OCEAN VIEW (USA) 1993",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",351950,12,3,"Reliable Belle","3","f",57.50,5,1.41.25,0.37.30,2.20," 1 1/4 LEN","Roger James & Robert Wellwood","Cambridge",21.30,0.00,250.00,"Ryan Elliot",57.50,0.00,48,0,0,"Approved Plates, Lugging Bit, Side Winkers (1st time)",313564,"RELIABLE MAN (GB) 2008",254098,"BELLONA (NZ) 2006",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",349195,13,7,"Zealand","3","f",57.50,7,1.41.67,0.37.43,4.90," ","Roger James & Robert Wellwood","Cambridge",19.90,0.00,0.00,"Vinnie Colgan",57.50,0.00,46,0,0,"Approved Plates, Lugging Bit",287689,"MAKFI (GB) 2007",243968,"DANISH SEAWAY (AUS) 2000",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",345247,14,14,"Gunsandroses","3","f",57.50,9,1.41.92,0.37.61,6.50," ","Tayla Wenn","Byerley Park",70.10,0.00,0.00,"Trudy Thornton",57.50,0.00,45,0,0,"Ear Covers Pre-Race, Approved Plates, Concussion Plates (Front), Lugging Bit",301053,"CAPE BLANCO (IRE) 2007",269412,"CIRCE (USA) 2004",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",343322,15,11,"Trip To Freedom","3","f",57.50,12,1.42.25,0.38.13,8.50," ","Murray Baker & Andrew Forsman","Cambridge",19.80,0.00,0.00,"Jonathan Riddell",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit",255989,"IFFRAAJ (GB) 2001",198778,"DAY TRIPPER (NZ) 1997",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202330,7,,Flat,1600,"MDN F&M","NZB INSURANCE PEARL SERIES RACE 1600",10000.00,14:17:00,"N",,"Unrestricted","Maiden","f&m","sw","Slow",8,"Fine",315147,17,2,"Michiko","5","m",57.50,11,1.42.24,0.38.17,8.40," ","Louise Saunders","Pukekohe",125.80,0.00,0.00,"Andrew Calder",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit",287689,"MAKFI (GB) 2007",228689,"VOLI COURT (NZ) 2002",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",272938,1,8,"Mato Grosso","9","g",61.00,8,1.41.45,0.38.94,11.50," ","Louise Saunders","Pukekohe",42.50,0.00,0.00,"Ashvin Goindasamy",58.00,3.00,74,0,0,"Approved Plates, Bar Plates (Front), Lugging Bit",238708,"CAPTAIN RIO (GB) 1999",228689,"VOLI COURT (NZ) 2002",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",312459,2,2,"Grand Rio","6","g",60.00,5,1.40.13,0.38.11,3.30," 2 1/2 LEN","Murray Baker & Andrew Forsman","Cambridge",9.30,0.00,275.00,"Jonathan Riddell",60.00,0.00,72,0,0,"Approved Plates, Lugging Bit, Blinkers",245781,"SUFFICIENT (NZ) 2005",262894,"DIVINE RIO (NZ) 2007",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",380235,3,10,"Goodwill (IRE)","7","g",59.50,10,1.41.74,0.40.04,13.40," ","Team Rogerson","Tuhikaramea",33.10,0.00,0.00,"Rahul Beemud",55.50,4.00,71,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",219500,"MONTJEU (IRE) 1996",380236,"MORA BAI (IRE) 2000",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",305361,4,3,"Ticket To Ride","6","m",59.00,1,1.39.64,0.37.90,," 2 1/4 LEN","Keith & Gavin Opie","Te Aroha",6.90,1.90,6875.00,"Darren Danis",57.00,2.00,74,0,0,"Approved Plates, Lugging Bit, Visor Blinkers",287450,"SHOCKING (AUS) 2005",260857,"CLASSY BAWN (NZ) 2007",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",298502,5,7,"Wooden Edge","7","g",57.50,6,1.40.55,0.38.30,5.80," ","Chris Wood","Cambridge",7.40,0.00,0.00,"Craig Grylls",57.50,0.00,67,0,0,"Approved Plates, Lugging Bit, Shadow Roll, Tongue Tie",238828,"HAVE NO FEAR (NZ) 2002",244198,"OH MY GIRL (NZ) 2003",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",335841,6,11,"Bridal Veil","4","m",57.00,7,1.41.29,0.38.82,10.50," ","Michael Moroney & Pam Gerard","Matamata",5.40,0.00,0.00,"Cameron Lammas",57.00,0.00,70,0,0,"Approved Plates, Lugging Bit, Tongue Tie",313448,"NIAGARA (AUS) 2008",240866,"EYE ME UP (AUS) 2003",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",317604,7,5,"Tipical","5","g",56.50,3,1.40.09,0.38.07,3.10," 1/2 HEAD","Tony Pike","Cambridge",6.00,2.00,1100.00,"Vinnie Colgan",56.50,0.00,65,0,0,"Approved Plates, Lugging Bit",248656,"TAVISTOCK (NZ) 2005",277148,"HIDDEN PASSION (AUS) 2003",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",327710,8,4,"Rippin (AUS)","4","m",55.50,2,1.39.95,0.37.75,2.30," 3/4 LEN","Murray Baker & Andrew Forsman","Cambridge",4.20,1.80,2200.00,"Samantha Collett",55.50,0.00,67,0,0,"Approved Plates, Lugging Bit",287683,"RIP VAN WINKLE (IRE) 2006",248904,"SNIPPINS (NZ) 2005",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",344583,9,9,"Friday Woolfe","3","f",54.50,11,1.42.20,0.40.41,16.30," ","Peter & Dawn Williams","Byerley Park",8.90,0.00,0.00,"Sam Spratt",54.50,0.00,65,0,0,"Approved Plates, Lugging Bit, Blinkers",268640,"SUPER EASY (NZ) 2008",250570,"CLASSIC BLONDE (NZ) 2006",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",298335,10,6,"Raaj","7","g",54.00,4,1.40.11,0.38.06,3.20," 1/2 HEAD","Lesley Munro","Pukekohe Park",38.50,0.00,550.00,"Kavish Chowdhoory",53.50,0.50,57,65,0,"Approved Plates, Tongue Control Bit, Blinkers, Nose Band",255989,"IFFRAAJ (GB) 2001",223738,"LILLY PILLY (NZ) 2001",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202325,8,,Flat,1600,"Rating 72 Benchmark","LONE STAR PUKEKOHE 1600",11000.00,14:55:00,"N",54.00,"Unrestricted","Rating 72","unrestricted","hcp","Slow",8,"Fine",304517,11,1,"Innamincka","6","g",54.00,9,1.41.64,0.39.25,12.70," ","Ray Gavin","Pukekohe Park",48.40,0.00,0.00,"Trudy Thornton",54.00,0.00,55,0,0,"Approved Plates, Lugging Bit",255435,"LUCKY UNICORN (AUS) 2002",217501,"FAST ARRIVAL (NZ) 2000",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",312380,1,3,"Deejay Mac","6","g",59.50,3,1.40.88,0.37.02,2.30," 1/2 HEAD","Stuart Manning","Tauranga",32.50,7.70,1000.00,"Ryan Elliot",59.50,0.00,64,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",203711,"DON EDUARDO (NZ) 1998",237046,"DANA ZEEL (NZ) 2003",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",283389,2,8,"Playboy Prince","8","g",59.00,7,1.41.04,0.37.58,3.20," ","Kaye Taylor","Ruakaka",42.40,0.00,0.00,"Cameron Lammas",59.00,0.00,63,0,0,"Approved Plates on, Lugging Bit",261405,"GREAT BRITAIN (GB) 2002",216346,"LETSGOPARTY (NZ) 2000",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",318947,3,2,"Bojangles","5","g",58.50,4,1.40.89,0.36.87,2.40," LONG NECK","Jamie Richards","Matamata",15.00,0.00,500.00,"Alysha Collett",58.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip, Nose Band (1st time)",242640,"ROC DE CAMBES (NZ) 2004",204771,"STEVER HOUSE (USA) 1995",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",348581,4,4,"Mont Ventoux","3","g",58.50,10,1.41.57,0.37.67,6.40," ","Rudy Liefting","Pukekohe Park",14.70,0.00,0.00,"Chris Dell",58.50,0.00,62,0,0,"Approved Plates, Lugging Bit",241392,"NOM DU JEU (NZ) 2004",224232,"GOOD REASON (NZ) 2001",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",348130,5,15,"Lord Valentine","3","g",58.00,8,1.41.18,0.37.53,4.10," ","Darrell Hollinshead","Te Awamutu",9.00,0.00,0.00,"Trudy Thornton",58.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers",287683,"RIP VAN WINKLE (IRE) 2006",267785,"PRICKLEY PRINCESS (NZ) 2008",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",327476,6,7,"Robusto","4","m",57.50,2,1.40.79,0.37.06,1.80," 1/2 LEN","Murray Baker & Andrew Forsman","Cambridge",7.50,2.70,2000.00,"Ashvin Goindasamy",54.50,3.00,64,0,0,"Approved Plates, Lugging Bit",226925,"ZED (NZ) 2002",257299,"ADRIATICO (NZ) 2007",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",328692,7,13,"So Wicked","4","m",57.50,5,1.40.97,0.37.14,2.80," NECK","Stephen Marsh","Cambridge",4.70,0.00,250.00,"Samantha Collett",57.50,0.00,64,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Tongue Tie",238756,"STREET CRY (IRE) 1998",245403,"SO PRISTINE (AUS) 2005",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",307917,8,5,"Mueled","6","g",57.50,13,1.41.90,0.37.55,8.40," ","Catherine Cameron","Cambridge",98.80,0.00,0.00,"Andrew Calder",57.50,0.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers",244799,"DUELLED (AUS) 2002",248603,"MOLLY 'O (NZ) 2005",
