<-- Copyright Notice: (c) 2020 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207938,6,,Flat,1200,"Rating 65 Benchmark*","BALLYMORE STABLES 1200",22500.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Overcast",337788,7,1,"El Coolio","6","g",58.00,6,1.11.98,0.36.17,2.20," ","Kylie Whiting","Tokoroa",41.90,0.00,450.00,"Trudy Thornton",58.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Side Winkers",247999,"EL HERMANO (NZ) 2005",248488,"BROKER'S DREAM (NZ) 2005",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207938,6,,Flat,1200,"Rating 65 Benchmark*","BALLYMORE STABLES 1200",22500.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Overcast",365423,8,10,"Sir Aglovale (AUS)","5","g",58.00,11,1.12.48,0.35.87,5.30," ","Nigel Tiley","Pukekohe",33.30,0.00,450.00,"Callum Jones",55.00,3.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers",328811,"CAMELOT (GB) 2009",217870,"JUSTINE COUP (NZ) 2000",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207938,6,,Flat,1200,"Rating 65 Benchmark*","BALLYMORE STABLES 1200",22500.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Overcast",381313,9,5,"Midnite Invasion","5","m",57.00,4,1.11.70,0.35.66,0.60," 3/4 LEN","Karyn McQuade","Matamata",7.10,0.00,900.00,"Mubs Kareem",54.00,3.00,63,0,0,"Approved Plates, Lugging Bit, Blinkers",276923,"BATTLE PAINT (USA) 2004",299761,"MIDNITE RENDEZVOUS (NZ) 2009",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207938,6,,Flat,1200,"Rating 65 Benchmark*","BALLYMORE STABLES 1200",22500.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Overcast",337590,10,8,"Jutanugarn","6","m",56.50,13,1.13.00,0.36.59,8.60," ","Darryn Weatherley","Matamata",30.70,0.00,450.00,"Sam Weatherley",56.50,0.00,62,0,0,"Ear Covers Pre-Race (1st time), Approved Plates, Standard Bit, Blinkers",244648,"BACHELOR DUKE (USA) 2001",215368,"BONNIE PARKER (NZ) 2000",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207938,6,,Flat,1200,"Rating 65 Benchmark*","BALLYMORE STABLES 1200",22500.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Overcast",346316,11,4,"Lady Lira","5","m",56.50,2,1.11.62,0.35.77,0.20," NECK","Murray Baker & Andrew Forsman","Cambridge",3.70,1.60,3375.00,"Matthew Cameron",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers, Cheek Burrs",280637,"PER INCANTO (USA) 2004",227361,"MISS MONEYTREE (NZ) 2002",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207938,6,,Flat,1200,"Rating 65 Benchmark*","BALLYMORE STABLES 1200",22500.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Overcast",335565,12,3,"Nuclear Fusion","6","m",56.50,10,1.12.35,0.35.94,4.50," ","Team Rogerson","Tuhikaramea",16.70,0.00,450.00,"Samantha Collett",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit",313325,"POWER (GB) 2009",243038,"SOLITARY (NZ) 2004",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207938,6,,Flat,1200,"Rating 65 Benchmark*","BALLYMORE STABLES 1200",22500.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Overcast",316992,13,2,"Goodnight Irene","7","m",55.50,7,1.12.11,0.35.98,3.00," ","Peter & Jessica Brosnan","Matamata",24.70,0.00,450.00,"Tegan Newman",52.50,3.00,60,0,0,"Approved Plates, Lugging Bit, Side Winkers, Tongue Tie",256344,"FAST 'N' FAMOUS (AUS) 2002",249217,"IDIDNTDOIT (NZ) 2005",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207938,6,,Flat,1200,"Rating 65 Benchmark*","BALLYMORE STABLES 1200",22500.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Overcast",325854,14,7,"Mannie's Power","8","m",55.50,1,1.11.56,0.35.94,," SHORT NECK","Stuart Manning","Tauranga",30.80,6.60,12150.00,"Masa Hashizume",52.50,3.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers on",254654,"MAN OF POWER (AUS) 2005",251436,"MISS STRATEGY (NZ) 2005",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207938,6,,Flat,1200,"Rating 65 Benchmark*","BALLYMORE STABLES 1200",22500.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Overcast",361170,15,14,"React","4","m",55.50,12,1.12.63,0.36.02,6.30," ","Daniel Miller","Matamata",44.30,0.00,450.00,"Chelsea Burdan",53.50,2.00,60,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Nose Band (1st time), Tongue Tie",243502,"RIOS (NZ) 2004",232794,"PLAYACTING (AUS) 1996",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207938,6,,Flat,1200,"Rating 65 Benchmark*","BALLYMORE STABLES 1200",22500.00,14:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Overcast",335739,16,12,"Raz","6","m",55.50,3,1.11.68,0.35.74,0.50," SHORT HEAD","John Bell","Cambridge",12.10,3.60,1575.00,"Craig Grylls",55.50,0.00,60,0,0,"Approved Plates, Standard Bit, Barrier Blanket",268640,"SUPER EASY (NZ) 2008",208283,"SHEZA RASCAL (NZ) 1998",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",290854,1,9,"Watch This Space","9","g",62.00,8,1.12.11,0.35.75,2.40," ","Wayne Hillis","Matamata",48.10,0.00,600.00,"Darren Danis",60.00,2.00,90,0,0,"Approved Plates, Lugging Bit, Side Winkers",238291,"ELUSIVE CITY (USA) 2000",214675,"MULTI TASKER (NZ) 2000",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",331491,2,10,"Midnight Runner","6","g",61.00,2,1.11.74,0.36.06,0.20," SHORT HEAD","Peter & Dawn Williams","Byerley Park",28.50,5.30,4500.00,"Masa Hashizume",58.00,3.00,88,0,0,"Approved Plates, Lugging Bit, Blinkers",258606,"JIMMY CHOUX (NZ) 2007",256555,"IN THE MIDNIGHT (AUS) 2000",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",348440,3,6,"London Express","5","m",58.00,1,1.11.70,0.35.71,," SHORT NECK","Allan Sharrock","New Plymouth",7.10,2.30,16200.00,"Hazel Schofer",55.00,3.00,86,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers - 1 cup O/S",271558,"SHAMEXPRESS (NZ) 2009",264202,"LONDON DREAM (NZ) 2008",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",365905,4,4,"Speedy Meady","5","g",57.50,11,1.13.16,0.37.21,8.90," ","Stephen Ralph","Te Awamutu",5.80,0.00,600.00,"Tegan Newman",54.50,3.00,81,0,0,"Approved Plates, Lugging Bit, Tongue Tie",285139,"SWISS ACE (AUS) 2004",261031,"LUCY IN DISGUISE (NZ) 2007",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",385564,5,12,"Red Chois (IRE)","7","m",56.00,10,1.12.88,0.36.94,7.20," ","Stephen Autridge & Kris Shailer","Matamata",8.80,0.00,600.00,"Craig Grylls",56.00,0.00,82,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Nose Band, Tongue Tie",238385,"CHOISIR (AUS) 1999",380392,"RED BLOSSOM (GB) 2004",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",341056,6,5,"Supreme Heights","5","m",55.50,5,1.11.87,0.35.65,0.90," 3/4 LEN","Mark Brosnan","Matamata",5.40,0.00,600.00,"Andrew Calder",55.50,0.00,81,0,0,"Approved Plates, Lugging Bit",258606,"JIMMY CHOUX (NZ) 2007",240094,"SUMMER HEIGHTS (NZ) 2004",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",350790,7,2,"Cyber Attack","5","g",55.00,4,1.11.84,0.35.70,0.70," HEAD","Tony Pike","Cambridge",5.10,0.00,1200.00,"Danielle Johnson",55.00,0.00,76,0,0,"Approved Plates, Lugging Bit, Nose Band",271558,"SHAMEXPRESS (NZ) 2009",271566,"MARECHAL (NZ) 2009",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",320393,8,8,"Justacanta","7","g",54.50,6,1.12.00,0.35.86,1.70," ","Shaun & Emma Clotworthy","Byerley Park",32.40,0.00,600.00,"Chelsea Burdan",52.50,2.00,75,0,0,"Approved Plates, Standard Bit, Visor Blinkers, Barrier Blanket",280637,"PER INCANTO (USA) 2004",202343,"JUST CASUAL (NZ) 1998",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",305798,9,11,"Pasabahce","8","m",54.00,12,1.14.42,0.38.12,16.80," ","Team Rogerson","Tuhikaramea",129.50,0.00,600.00,"Brandon May",54.00,0.00,75,0,0,"Approved Plates, Lugging Bit, Tongue Tie",287450,"SHOCKING (AUS) 2005",249511,"TINKERBABU (AUS) 2005",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",330915,12,1,"Time To Fly","6","g",54.00,9,1.12.14,0.36.05,2.60," ","Moira & Kieran Murdoch","Pukekohe Park",51.30,0.00,600.00,"Shaun McKay",54.00,0.00,71,0,0,"Approved Plates, Tongue Control Bit, Blinkers",248728,"FULLY FLEDGED (NZ) 2005",253783,"CLOSING TIME (NZ) 2006",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",350596,13,3,"Call Me Evie","5","m",54.00,3,1.11.76,0.36.08,0.30," LONG NECK","Bill Pomare","Rotorua",4.30,1.90,2100.00,"Callum Jones",51.00,3.00,70,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",276923,"BATTLE PAINT (USA) 2004",247104,"FASTNFREE (NZ) 2005",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207936,7,,Flat,1200,"Rating 90 Benchmark","WELL DONE JAMIE RICHARDS & TEAM 100 WINNERS",30000.00,14:45:00,"N",54.00,"Unrestricted","Rating 90","unrestricted","hcp","Slow",7,"Overcast",348129,14,7,"Rip Em Up","5","m",54.00,7,1.12.10,0.35.72,2.30," ","Stephen Marsh","Cambridge",25.00,0.00,600.00,"Samantha Collett",54.00,0.00,70,0,0,"Approved Plates, Lugging Bit",287683,"RIP VAN WINKLE (IRE) 2006",235560,"BAK DA PRINCESS (NZ) 2003",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",343662,1,3,"Rukuhia","5","g",59.00,10,1.14.54,0.37.97,11.80," ","Glenn Old","Matamata",12.90,0.00,600.00,"Trudy Thornton",59.00,0.00,68,0,0,"Approved Plates, Lugging Bit, Tongue Tie",248656,"TAVISTOCK (NZ) 2005",199693,"DANE EDNA (AUS) 1997",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",320897,3,8,"Saint Croix","7","g",58.00,9,1.14.34,0.37.90,10.60," ","Trina Riddell","Cambridge",29.70,0.00,600.00,"Nafish Alam",54.00,4.00,66,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip",261934,"NADEEM (AUS) 2003",267286,"VIRGIN ISLANDS (NZ) 2008",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",347657,4,7,"Tonadillas","5","g",58.00,8,1.14.07,0.37.22,8.90," ","Steven Ramsay & Julia Ritchie","Maungatautari",19.60,0.00,600.00,"Sam Weatherley",58.00,0.00,66,0,0,"Approved Plates, Lugging Bit",325400,"YOUR SONG (AUS) 2009",277751,"GOYESCAS (AUS) 2008",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",333561,5,2,"Palamedes","6","m",57.50,4,1.13.57,0.36.86,5.60," 1 LEN","Steven Ramsay & Julia Ritchie","Maungatautari",6.70,0.00,1200.00,"Masa Hashizume",54.50,3.00,69,0,0,"Approved Plates, Lugging Bit, Nose Band",324966,"PIERRO (AUS) 2009",260837,"PAPILIO (NZ) 2007",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",359862,6,1,"Chiaretta","4","m",56.50,2,1.13.28,0.36.96,3.50," NOSE","Stephen Marsh","Cambridge",8.20,2.30,4500.00,"Danielle Johnson",56.50,0.00,67,0,0,"Approved Plates, Lugging Bit, Blinkers",287689,"MAKFI (GB) 2007",313383,"ROSA'S SPUR (AUS) 2002",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",343086,7,11,"Lily d'Or","5","m",56.50,5,1.13.72,0.37.13,6.60," HEAD","Michael Moroney & Pam Gerard","Matamata",4.20,0.00,600.00,"Ryan Elliot",56.50,0.00,67,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Barrier Blanket (1st time)",301053,"CAPE BLANCO (IRE) 2007",245600,"ZARVANA (NZ) 2005",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",353743,8,5,"Love Struck","4","m",56.50,3,1.13.29,0.36.42,3.60," 2 LEN","Roger James & Robert Wellwood","Cambridge",8.40,2.50,2100.00,"Callum Jones",53.50,3.00,67,0,0,"Approved Plates, Lugging Bit",271956,"SACRED FALLS (NZ) 2009",299556,"TWICE SMITTEN (AUS) 2011",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",356789,9,4,"Shoshone","4","m",56.50,1,1.12.74,0.36.52,," 3 1/2 LEN","Ken & Bev Kelso","Matamata",3.40,1.60,16200.00,"Samantha Collett",56.50,0.00,67,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",271956,"SACRED FALLS (NZ) 2009",271966,"DEE I WHY (NZ) 2009",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",328312,10,6,"Snitz Of Time","6","m",56.50,7,1.13.84,0.37.12,7.50," ","Stephen Marsh","Cambridge",15.10,0.00,600.00,"Craig Grylls",56.50,0.00,67,0,0,"Approved Plates, Lugging Bit",250718,"SNITZEL (AUS) 2002",311843,"FOREVER AND EVER (IRE) 2009",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",290109,11,10,"Its A Kinda Magic","9","m",56.00,11,1.15.45,0.39.32,17.50," ","Peter & Jessica Brosnan","Matamata",32.80,0.00,600.00,"Jasmine Fawcett",55.00,1.00,66,0,0,"Approved Plates, Lugging Bit, Side Winkers",277655,"TIGER PRAWN (SAF) 2002",228705,"DAHLING (NZ) 2002",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",208433,8,,Flat,1200,"Rating 69 HCP","MOEMOEA PARK 1200",30000.00,15:20:00,"N",54.00,"Unrestricted","Rating 69","unrestricted","hcp","Slow",7,"Overcast",354395,12,9,"Fleurgundy","4","g",54.50,6,1.13.74,0.37.47,6.80," ","Toby Autridge","Matamata",61.20,0.00,600.00,"Chelsea Burdan",52.50,2.00,59,0,0,"Approved Plates, Lugging Bit, Nose Band",268744,"BURGUNDY (NZ) 2008",263942,"WAITOKI FLOWER (NZ) 2008",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207933,9,,Flat,2000,"Rating 86 HCP","RICHARDSON RACING 2000",30000.00,15:59:00,"N",54.00,"Unrestricted","Rating 86","unrestricted","hcp","Slow",7,"Overcast",380391,1,5,"My Gift (IRE)","8","g",62.00,2,2.06.85,0.38.46,0.10," NOSE","John Mason","Tokoroa",3.40,1.80,4500.00,"Mubs Kareem",59.00,3.00,86,0,0,"Approved Plates, Lugging Bit",365208,"NOTNOWCATO (GB) 2002",380392,"RED BLOSSOM (GB) 2004",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207933,9,,Flat,2000,"Rating 86 HCP","RICHARDSON RACING 2000",30000.00,15:59:00,"N",54.00,"Unrestricted","Rating 86","unrestricted","hcp","Slow",7,"Overcast",295251,2,11,"El Luchador","9","g",61.00,8,2.07.43,0.37.98,3.70," ","Mark Brooks","Cambridge",42.80,0.00,600.00,"Chad Ormsby",61.00,0.00,84,59,0,"Approved Plates, Standard Bit, Side Winkers",247999,"EL HERMANO (NZ) 2005",233695,"ENTWINE (AUS) 2003",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207933,9,,Flat,2000,"Rating 86 HCP","RICHARDSON RACING 2000",30000.00,15:59:00,"N",54.00,"Unrestricted","Rating 86","unrestricted","hcp","Slow",7,"Overcast",299959,3,8,"Pacorus","9","g",61.00,7,2.07.31,0.37.64,3.00," ","Chris Wood","Cambridge",32.90,0.00,600.00,"Taiki Yanagida",60.00,1.00,84,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",248656,"TAVISTOCK (NZ) 2005",180276,"ZA TIARA (NZ) 1994",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207933,9,,Flat,2000,"Rating 86 HCP","RICHARDSON RACING 2000",30000.00,15:59:00,"N",54.00,"Unrestricted","Rating 86","unrestricted","hcp","Slow",7,"Overcast",317260,4,1,"Suliman","7","g",58.50,5,2.07.13,0.37.42,1.80," HEAD","Graham Richardson & Rogan Norvall","Matamata",13.10,0.00,600.00,"Ryan Elliot",58.50,0.00,79,0,0,"Approved Plates, Lugging Bit, Blinkers",301937,"REDWOOD (GB) 2006",242409,"RED MARIETE (AUS) 2000",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207933,9,,Flat,2000,"Rating 86 HCP","RICHARDSON RACING 2000",30000.00,15:59:00,"N",54.00,"Unrestricted","Rating 86","unrestricted","hcp","Slow",7,"Overcast",312380,5,6,"Deejay Mac","8","g",56.50,4,2.07.06,0.38.60,1.50," NECK","Stuart Manning","Tauranga",4.30,0.00,1200.00,"Masa Hashizume",53.50,3.00,75,0,0,"Approved Plates, Lugging Bit, Blinkers",203711,"DON EDUARDO (NZ) 1998",237046,"DANA ZEEL (NZ) 2003",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207933,9,,Flat,2000,"Rating 86 HCP","RICHARDSON RACING 2000",30000.00,15:59:00,"N",54.00,"Unrestricted","Rating 86","unrestricted","hcp","Slow",7,"Overcast",327476,6,12,"Robusto","6","m",55.00,1,2.06.83,0.38.07,," SHORT HEAD","Murray Baker & Andrew Forsman","Cambridge",6.10,2.20,16200.00,"Chelsea Burdan",53.00,2.00,76,0,0,"Approved Plates, Lugging Bit, Blinkers",226925,"ZED (NZ) 2002",257299,"ADRIATICO (NZ) 2007",
49441,2020-08-01,2,"Matamata","Feature","Race","Matamata RC","MATAMATA RC 1 AUG","Slow",7,"Overcast","Out 3m | Windy | No rain",207933,9,,Flat,2000,"Rating 86 HCP","RICHARDSON RACING 2000",30000.00,15:59:00,"N",54.00,"Unrestricted","Rating 86","unrestricted","hcp","Slow",7,"Overcast",327316,7,3,"Pearlescence","7","m",54.00,6,2.07.16,0.37.61,2.00," ","Murray Baker & Andrew Forsman","Cambridge",11.20,0.00,600.00,"Matthew Cameron",54.00,0.00,68,0,0,"Approved Plates, Lugging Bit, Blinkers",300510,"BULLBARS (AUS) 2007",269372,"KELLYS OCEAN JEWEL (GB) 2005",
